docid	date	url	title	wiki_md5	text_md5
2018-01-20_00_Chile	2018-01-20	https://en.wikinews.org/wiki/Chile:_Pope_Francis_stirs_outrage_with_%27slander%27_comment	Chile: Pope Francis stirs outrage with 'slander' comment	f6145fe2052088a16eeaec7fdb67b00b	367abffa8835885e8c41a908453e0ff2
2018-01-20_01_Ukraine	2018-01-20	https://en.wikinews.org/wiki/Ukraine_passes_bill_on_war-torn_eastern_regions	Ukraine passes bill on war-torn eastern regions	a0c72ac13409d2dd0fb19027a5c36db5	8499e9d5f7dc28bc13253fa03c827eb1
2018-01-24_00_United	2018-01-24	https://en.wikinews.org/wiki/United_States:_Two_dead_in_Kentucky_high_school_shooting	United States: Two dead in Kentucky high school shooting	8976df5664312df84bc741916bba02f2	d9f8b0efe23d2b2dd3b62eba414bbd70
2018-01-24_01_US	2018-01-24	https://en.wikinews.org/wiki/US_Vice_President_Pence_speaks_to_Israeli_Knesset:_US_embassy_to_move_to_Jerusalem	US Vice President Pence speaks to Israeli Knesset: US embassy to move to Jerusalem	6f535003e2a7a4831fa563231f51e389	76fc69c5818c921c7cd56f009dc7c045
2018-01-25_00_Healthy	2018-01-25	https://en.wikinews.org/wiki/Healthy_cloned_monkeys_born_in_Shanghai	Healthy cloned monkeys born in Shanghai	b30ab2a04103c590579135d22b5bbcbf	80ee30a78d29725910f1e9a45f441217
2018-01-26_00_South	2018-01-26	https://en.wikinews.org/wiki/South_Korea:_Fire_in_hospital_housing_elderly_people_kills_at_least_37	South Korea: Fire in hospital housing elderly people kills at least 37	133e66bda2c343942d7e9b8bef14110c	ded5018078dc9b15d7b38c85b56ca384
2018-01-26_01_Save	2018-01-26	https://en.wikinews.org/wiki/%27Save_the_Children%27_organisation_suspends_all_activities_in_Afghanistan_after_ISIL_attack	'Save the Children' organisation suspends all activities in Afghanistan after ISIL attack	0f0991d0f1e130e397f1743b505bc759	05dea1ef42e35881c0ded365078727e5
2018-01-27_00_United	2018-01-27	https://en.wikinews.org/wiki/United_States:_Dr._Larry_Nassar_sentenced_in_sexual_abuse_case	United States: Dr. Larry Nassar sentenced in sexual abuse case	02e7776ff50cef27502fe40f8f397583	3da1fd1473450495dbc54429b66383bd
2018-01-27_01_India	2018-01-27	https://en.wikinews.org/wiki/India:_Karnataka_closed_for_a_day_for_protests_over_Mahadayi_river_share	India: Karnataka closed for a day for protests over Mahadayi river share	534fd1d5ea4ef10af10ea5f3f6046a38	944b51daec4b6752bce8394b54406f0c
2018-01-29_00_USA	2018-01-29	https://en.wikinews.org/wiki/USA_Gymnastics_board_resigning_after_sex_abuse	USA Gymnastics board resigning after sex abuse	efe2e9311bbfd1f533a6ca893d0ff533	6a81b3cb7d779a34346a575cc8894961
2018-01-29_01_Afghanistan	2018-01-29	https://en.wikinews.org/wiki/Afghanistan:_Ambulance_suicide_attack_kills_about_100_people_in_Kabul	Afghanistan: Ambulance suicide attack kills about 100 people in Kabul	10da1625a74ff87c449b897cc895d970	13fe3f3dc4e0ce555135905adb2fc5c1
2018-01-30_00_Koreas	2018-01-30	https://en.wikinews.org/wiki/Koreas_hold_joint_training_session_for_Olympics	Koreas hold joint training session for Olympics	2eeb46ca4aeb63c0d2c80e1a07d3b22f	5376157d0fee3a9dd6d1d4b3b75dd0e9
2018-01-30_01_Football	2018-01-30	https://en.wikinews.org/wiki/Football:_Bar%C3%A7a_centre-back_Piqu%C3%A9_extends_contract_until_2022	Football: Barça centre-back Piqué extends contract until 2022	47866b055d9e374cbca426d7947555b0	0e4836e9d49b9c13b68f9f01f1292fad
2018-02-01_00_Football	2018-02-01	https://en.wikinews.org/wiki/Football:_Manchester_United_announces_extending_Juan_Mata%27s_contract	Football: Manchester United announces extending Juan Mata's contract	b285fa57eb05d7b45b01b2003b668b4e	03f44f1df89e500b7ba0692b9465d52d
2018-02-02_00_Football	2018-02-02	https://en.wikinews.org/wiki/Football:_Arsenal_signs_Aubameyang_from_Dortmund	Football: Arsenal signs Aubameyang from Dortmund	02177c871f787a54c35aac209d9d662e	c2d193f21551cd95282acc81431f6d2b
2018-02-03_00_India	2018-02-03	https://en.wikinews.org/wiki/India:_Head_of_Delhi_Commission_on_Women_calls_for_prompt_capital_punishment_for_child_rape	India: Head of Delhi Commission on Women calls for prompt capital punishment for child rape	1d839a1d581287ef9a99a356ea0bb523	e493f923704cea43f43c91406e233ea2
2018-02-03_01_Football	2018-02-03	https://en.wikinews.org/wiki/Football:_Giroud_leaves_Arsenal_to_sign_eighteen-month_deal_with_cross-town_rivals_Chelsea	Football: Giroud leaves Arsenal to sign eighteen-month deal with cross-town rivals Chelsea	35d5583b8e194d465c670532fba33cfc	bd15e8e67d4c0b80079754aa819d9eec
2018-02-04_00_United	2018-02-04	https://en.wikinews.org/wiki/United_States:_Four_injured_in_Los_Angeles_school_shooting	United States: Four injured in Los Angeles school shooting	d31cbba5e5bda796bdf6f058f66e2563	59464c45b12b6f0f48bce779bbae68f8
2018-02-05_00_North	2018-02-05	https://en.wikinews.org/wiki/North_Korea_to_send_head_of_state_to_South_Korea_for_Olympics	North Korea to send head of state to South Korea for Olympics	879aeece625793542b4f882c8421f04b	b58af8585d852f4b03ef71c7badf2b4f
2018-02-07_00_Dutch	2018-02-07	https://en.wikinews.org/wiki/Dutch_Football_Association_appoints_Ronald_Koeman_manager_of_men%27s_national_team	Dutch Football Association appoints Ronald Koeman manager of men's national team	41c4687ed66d26a296d799a95535bcad	9635632bdb8aa00e4ff0cf59cf4677ee
2018-02-07_01_Margot	2018-02-07	https://en.wikinews.org/wiki/Margot_Duhalde,_Chile%27s_first_female_military_pilot,_dies_aged_97	Margot Duhalde, Chile's first female military pilot, dies aged 97	b4e9ed1851cf5151c25bdbdaa655c555	c165dd96da412affa2e13b28312662bc
2018-02-07_02_SpaceX	2018-02-07	https://en.wikinews.org/wiki/SpaceX_Falcon_Heavy_rocket_blasts_Elon_Musk%27s_personal_Tesla_into_solar_orbit	SpaceX Falcon Heavy rocket blasts Elon Musk's personal Tesla into solar orbit	5b4edb3c8bc4a6e4cbb302c8ac990cca	f237681e9c751f6461c81aa5fa87a269
2018-02-07_03_United	2018-02-07	https://en.wikinews.org/wiki/United_States:_Two_killed,_more_than_a_hundred_injured_in_Amtrak_train_collision_in_South_Carolina	United States: Two killed, more than a hundred injured in Amtrak train collision in South Carolina	963e8d346c07177782754a157bbb4d7b	38e4a6ab1cfe7aad74f90afe0a05c7fc
2018-02-08_00_Chinese	2018-02-08	https://en.wikinews.org/wiki/Chinese_Foreign_Ministry_confirms_arrest_of_bookseller_Gui_Minhai	Chinese Foreign Ministry confirms arrest of bookseller Gui Minhai	9b0c076d90d566f314cf533948fe3c58	fdeed25ff2981ebd5a9f440b2d37a5c6
2018-02-09_00_Poet	2018-02-09	https://en.wikinews.org/wiki/Poet,_lyricist,_and_digital_activist_John_Perry_Barlow_dies,_aged_70	Poet, lyricist, and digital activist John Perry Barlow dies, aged 70	d05c656161b27c228e859a520acca78d	714c176a6da879e301127dd065c62027
2018-02-10_00_Russia	2018-02-10	https://en.wikinews.org/wiki/Russia:_ex-governor_of_Sakhalin_region_Alexander_Khoroshavin_sentenced_to_thirteen_years_for_bribery	Russia: ex-governor of Sakhalin region Alexander Khoroshavin sentenced to thirteen years for bribery	3cb3551b24f04403ceda80bcc125d166	c12c65ee1479d296c44dfbfeafecfe1f
2018-02-10_01_Pakistan	2018-02-10	https://en.wikinews.org/wiki/Pakistan_court_sentences_one_man_to_death_penalty,_and_life_imprisonment_to_five_others_for_Mashal_Khan_lynching_incident	Pakistan court sentences one man to death penalty, and life imprisonment to five others for Mashal Khan lynching incident	3ad877a40843c7d56391bea81530354a	cb539be0a666081a16d3b6bdccf93b5e
2018-02-10_02_Dhaka	2018-02-10	https://en.wikinews.org/wiki/Dhaka_court_sentences_former_Bangladeshi_Prime_Minister_Khaleda_Zia_to_five_years_on_corruption_charges	Dhaka court sentences former Bangladeshi Prime Minister Khaleda Zia to five years on corruption charges	c0e35ac3d865a775ff66ee1c5e4df451	218a6992111b9ae4c667c0da2c3dbc43
2018-02-11_00_Competition	2018-02-11	https://en.wikinews.org/wiki/Competition_Commission_of_India_fines_Google_%E2%82%B91.36_billion_for_%27search_bias%27	Competition Commission of India fines Google ₹1.36 billion for 'search bias'	8b27aefefcc1cb48e97003e788a5cb0c	f10ab2910265cd84a5c494ac19bcd01f
2018-02-12_00_Former	2018-02-12	https://en.wikinews.org/wiki/Former_Irish_footballer_Liam_Miller_dies_at_36	Former Irish footballer Liam Miller dies at 36	47db2f82d9bfa29152e2f051378b2719	9f411b9c5425d2c504d7cee180a2312a
2018-02-15_00_United	2018-02-15	https://en.wikinews.org/wiki/United_States:_Jet_loses_engine_cover_over_Pacific_en_route_to_Honolulu_from_San_Francisco	United States: Jet loses engine cover over Pacific en route to Honolulu from San Francisco	776cd39f046338eb896a70e3a36afdab	3aebb423a4b5e75ed7b015849eb36efd
2018-02-16_00_United	2018-02-16	https://en.wikinews.org/wiki/United_States:_Berkeley,_California_declares_itself_a_sanctuary_city_for_recreational_cannabis	United States: Berkeley, California declares itself a sanctuary city for recreational cannabis	c09fb8b15570f43de5140ef8045303ec	d75f4fabeaa13f6fb1a6ddb991bb819a
2018-02-18_00_Fourth	2018-02-18	https://en.wikinews.org/wiki/Fourth_U.S._state_governor_orders_net_neutrality_in_government_contracts	Fourth U.S. state governor orders net neutrality in government contracts	cba42033e1f3e89a9b476b5bff09ec86	04b22bc87d9fe812ef89032d1857a759
2018-02-19_00_Oxfam	2018-02-19	https://en.wikinews.org/wiki/Oxfam_produces_action_plan_after_revelation_of_prostitution_scandal_on_Haiti	Oxfam produces action plan after revelation of prostitution scandal on Haiti	d41d90a12a473f8b44ed5fc3db850ed8	0105dff8d8fd35d67a31f5e6fe8a06b5
2018-02-21_00_Iran	2018-02-21	https://en.wikinews.org/wiki/Iran:_Wreckage_found_of_plane_crashed_in_mountains;_all_believed_dead	Iran: Wreckage found of plane crashed in mountains; all believed dead	c44221493a4c5cfe998ebf49dc7c5b91	1595e9e2c6377313e91106bf0135899c
2018-02-24_00_Bus	2018-02-24	https://en.wikinews.org/wiki/Bus_crash_in_Oco%C3%B1a_District_of_Peru_costs_over_40_lives	Bus crash in Ocoña District of Peru costs over 40 lives	1bb909a775316706ebc26865cb86c187	d172ec6f9cc7e12728e05d65e9538b0e
2018-02-27_00_Pixar	2018-02-27	https://en.wikinews.org/wiki/Pixar_Studios_animator_Bud_Luckey,_designer_of_Toy_Story%27s_Woody,_dies_aged_83	Pixar Studios animator Bud Luckey, designer of Toy Story's Woody, dies aged 83	2ccc485a2767715e2d4a94e3475a507d	306f89bd782280d5c28629ea1feb814e
2018-03-02_00_Amazon	2018-03-02	https://en.wikinews.org/wiki/Amazon_to_buy_smart_doorbell_startup_Ring	Amazon to buy smart doorbell startup Ring	b9c0f6eebb9be15e389b825c89934046	7ecc4f6cba4b4101f69f9747e59d5073
2018-03-03_00_French	2018-03-03	https://en.wikinews.org/wiki/French_fashion_brand_Lacoste_announces_limited-edition_logo_change_from_crocodile_to_endangered_animals	French fashion brand Lacoste announces limited-edition logo change from crocodile to endangered animals	468ca24aad83df86dd9c92499eb3258e	a85c07f8707f4c03a204febe18201ac3
2018-03-04_00_Maria	2018-03-04	https://en.wikinews.org/wiki/Maria_Contreras-Sweet_Group_buys_The_Weinstein_Company_assets,_saves_it_from_bankruptcy	Maria Contreras-Sweet Group buys The Weinstein Company assets, saves it from bankruptcy	f1ecced35c1b6565ce9f06547b7a1df1	5b9f0914f15c4a4cd237b7690a305531
2018-03-07_00_Winter	2018-03-07	https://en.wikinews.org/wiki/Winter_storm_fells_US_President_George_Washington%27s_tree_at_Mount_Vernon_estate,_Virginia	Winter storm fells US President George Washington's tree at Mount Vernon estate, Virginia	5bcb714eab599ef7fbbabaf7dc8d4ec4	0e8199164a9efd0d5e7fb4f0de85f079
2018-03-13_00_Mirror	2018-03-13	https://en.wikinews.org/wiki/Mirror%27s_expos%C3%A9_prompts_call_for_inquiry_into_child_abuse_ring_in_Telford,_England	Mirror's exposé prompts call for inquiry into child abuse ring in Telford, England	4d92c725c7be7dfcaf23d31662064ce0	1d7bee6c50cb77ba7072b68432501873
2018-03-13_01_United	2018-03-13	https://en.wikinews.org/wiki/United_States_President_Trump_dismisses_Secretary_of_State_Tillerson	United States President Trump dismisses Secretary of State Tillerson	2a2a6c509f498fec0197287ce4486476	b54d1cda63147ddf83bf178aec8620de
2018-03-13_02_China	2018-03-13	https://en.wikinews.org/wiki/China_ends_presidential_term_limits_in_constitutional_amendment	China ends presidential term limits in constitutional amendment	7e83f219c6bcad60213dee0004ca990e	87a85144b22ec03dccde06c122d15445
2018-03-14_00_State	2018-03-14	https://en.wikinews.org/wiki/State_of_emergency_in_Sri_Lanka_remains_despite_calm_returning_after_violence	State of emergency in Sri Lanka remains despite calm returning after violence	c5ea638a48a381f3c13d7638d28b51b8	6ebd401d649fb623fa0f74ce54e78dbb
2018-03-15_00_US	2018-03-15	https://en.wikinews.org/wiki/US_toy_retail_giant_Toys_%27R%27_Us_files_for_liquidation_in_United_States	US toy retail giant Toys 'R' Us files for liquidation in United States	c306f27e2e5d26d85c3842ae1b3f4e4d	458a1a9d9fe9d82b4e83c42f569f9837
2018-03-17_00_United	2018-03-17	https://en.wikinews.org/wiki/United_States:_Coroner_says_former_patient_killed_self_and_three_hostages_at_California_veterans_center	United States: Coroner says former patient killed self and three hostages at California veterans center	8582e14eb2b189b335280c8ceaa73f1a	434e8736f8777c303eeaf4e09c16ba9b
2018-03-17_01_British	2018-03-17	https://en.wikinews.org/wiki/British_scientist_Stephen_Hawking_dies_aged_76	British scientist Stephen Hawking dies aged 76	2692b36fb1f08e7b776bb9d87def8c9e	6ba62f64c458a8afbc4db95ef13a7b94
2018-03-20_00_Vladimir	2018-03-20	https://en.wikinews.org/wiki/Vladimir_Putin_wins_fourth_term_as_President_of_Russia	Vladimir Putin wins fourth term as President of Russia	94999b05ceabc011d025a0510086f52d	4f8d5d4efd3966aa316c128b02d0e97b
2018-03-21_00_Kenyan	2018-03-21	https://en.wikinews.org/wiki/Kenyan_conservancy_euthanises_last_male_northern_white_rhino;_only_two_females_remain	Kenyan conservancy euthanises last male northern white rhino; only two females remain	2d5e37cad4a694d5b00f85789fcdcda7	d9199cfed8506f824b50a118c8d75d57
2018-03-21_01_Uber	2018-03-21	https://en.wikinews.org/wiki/Uber_suspends_self-driving_car_program_after_pedestrian_death_in_Arizona,_United_States	Uber suspends self-driving car program after pedestrian death in Arizona, United States	95abd5b5b85962b65e4f455302f05302	add89963be63642a12d2a1eb8c747287
2018-03-22_00_Sydney	2018-03-22	https://en.wikinews.org/wiki/Sydney_experiences_hottest_March_day_in_35_years	Sydney experiences hottest March day in 35 years	3cf14809d37444f43478fbff0d138bee	23610939fe7faf2b0c46136cd148e954
2018-03-24_00_Charles	2018-03-24	https://en.wikinews.org/wiki/Charles_Lazarus,_founder_of_US-based_toy_retail_giant_Toys_%27R%27_Us,_dies_at_94	Charles Lazarus, founder of US-based toy retail giant Toys 'R' Us, dies at 94	742307a38e4b73aa830b980e20abad78	a059e2fda9617e22cd41fb4bbbae696b
2018-03-25_00_Culture	2018-03-25	https://en.wikinews.org/wiki/Culture_of_creativity_features_at_Furnal_Equinox_2018	Culture of creativity features at Furnal Equinox 2018	6ad7f528220e0edba7fc6782c54202e6	d77d4851e6a68377220f9439707dea5b
2018-03-28_00_K	2018-03-28	https://en.wikinews.org/wiki/K-pop_band_100%25%27s_lead_singer_Seo_Minwoo_dies	K-pop band 100%'s lead singer Seo Minwoo dies	6d8840d76dc0f298f8af608f240720e7	b9ca502d29fe37f2ba05ff686e310c06
2018-03-28_01_US	2018-03-28	https://en.wikinews.org/wiki/US:_FBI%27s_work_with_Orlando_shooter%27s_father_is_not_grounds_for_mistrial_in_wife%27s_case	US: FBI's work with Orlando shooter's father is not grounds for mistrial in wife's case	7c2a9768f5d6669cd684063a1dccc937	d453801641c0e7a7f8156847188c223e
2018-03-28_02_Toronto	2018-03-28	https://en.wikinews.org/wiki/Toronto_Comicon_celebrates_characters_from_screen_and_page	Toronto Comicon celebrates characters from screen and page	67ea0d5a4220dab122fdea1eee80972e	4ff2a346cc5ada7793624cc567e49fd5
2018-03-30_00_United	2018-03-30	https://en.wikinews.org/wiki/United_States:_Emergency_calls_from_Great_Mills_High_School_shooting_released	United States: Emergency calls from Great Mills High School shooting released	3bacb2d2f6486647bcda9a128828cd00	07c64fa2f88715df64a319c3b5a9618b
2018-03-30_01_North	2018-03-30	https://en.wikinews.org/wiki/North,_South_Korea_announce_summit_about_%27denuclearization_and_peace%27_for_April_27	North, South Korea announce summit about 'denuclearization and peace' for April 27	ec99e13e233bd6742df8698175f1db2f	6c0a6ebe6a4bd2e1e653f6bf35c2bb6a
2018-03-31_00_Australian	2018-03-31	https://en.wikinews.org/wiki/Australian_cricketers_Steve_Smith,_David_Warner_banned_from_2018_Indian_Premier_League_after_ball_tampering_incident	Australian cricketers Steve Smith, David Warner banned from 2018 Indian Premier League after ball tampering incident	46fc7ddddb81f9c03613e42c6866fc4c	81ae91c97ff94c80fda9bd190d1ec345
2018-04-03_00_China	2018-04-03	https://en.wikinews.org/wiki/China%27s_Tiangong-1_space_station_crashes_into_Pacific	China's Tiangong-1 space station crashes into Pacific	33616cc89920ccf4d5c77ede77ef7369	56684feabb550195f384ae5a0651f4f5
2018-04-04_00_US	2018-04-04	https://en.wikinews.org/wiki/US_Republicans_query_Linux_Foundation_about_open-source_security	US Republicans query Linux Foundation about open-source security	47f13b080ef5a9e491bb355d1bc30d99	25ed3cd70479e15104cdc48396454e88
2018-04-07_00_Woolworths	2018-04-07	https://en.wikinews.org/wiki/Woolworths,_Australia_moves_single-use_plastic_bags_ban_date_to_June_20	Woolworths, Australia moves single-use plastic bags ban date to June 20	76eba4a3899d1704d31a9aebf38b65dc	decbb45e38d08c63315d8d3d5094184c
2018-04-08_00_Thirteen	2018-04-08	https://en.wikinews.org/wiki/Thirteen-year-old_boy_in_Los_Angeles,_California_thanks_city_personnel_for_rescue_from_sewage_pipe	Thirteen-year-old boy in Los Angeles, California thanks city personnel for rescue from sewage pipe	161e5c66a449ad177cd91223d516a684	c802beecbfd3b67810d6543089440ee0
2018-04-10_00_Football	2018-04-10	https://en.wikinews.org/wiki/Football:_Spanish_striker_Fernando_Torres_to_leave_Atl%C3%A9tico_Madrid_after_season_end	Football: Spanish striker Fernando Torres to leave Atlético Madrid after season end	a5c28b8cad1906ae18cd7e9738b9f4f5	7394e3ffe04a38c23321ad16a340fc19
2018-04-10_01_Deadly	2018-04-10	https://en.wikinews.org/wiki/Deadly_fire_below_US_President%27s_Trump_Tower_residence	Deadly fire below US President's Trump Tower residence	fa2cb19a123a9776ebaf71a6d92056f1	fed7059b947b19a51096784aa08799da
2018-04-12_00_Russian	2018-04-12	https://en.wikinews.org/wiki/Russian_poet_Alexander_Byvshev_convicted_for_2015_poem_about_Ukraine	Russian poet Alexander Byvshev convicted for 2015 poem about Ukraine	9898b1ed65301cd560cc4961fb7bf773	c47925b0df40e667b0a0de0a5a308119
2018-04-14_00_United	2018-04-14	https://en.wikinews.org/wiki/United_States_Speaker_of_the_House_Paul_Ryan_announces_retirement	United States Speaker of the House Paul Ryan announces retirement	dbcbdb65a3c8ace8a16e91c1047fcdb3	99e9b266fe737ff8be820eda13b02a22
2018-04-21_00_NASA	2018-04-21	https://en.wikinews.org/wiki/NASA_launches_exoplanet-hunting_satellite_TESS	NASA launches exoplanet-hunting satellite TESS	b70da51f1339a7704a4fe9dcd60f230b	deeb4c591128ae3a502a9c13df826f8a
2018-04-23_00_28	2018-04-23	https://en.wikinews.org/wiki/28-year-old_Swedish_electronic_dance_music_artist_Avicii_dies_in_Oman	28-year-old Swedish electronic dance music artist Avicii dies in Oman	0341c3233662bfd969488911bfaae159	18fdc676938d3e0161647ab399503139
2018-04-23_01_English	2018-04-23	https://en.wikinews.org/wiki/English_football:_Ars%C3%A8ne_Wenger_to_leave_Arsenal_at_season_end	English football: Arsène Wenger to leave Arsenal at season end	9cca36c9a43fccb83446afcc8029805d	23fec2078644413e2269c60ded9bfa3d
2018-04-23_02_India	2018-04-23	https://en.wikinews.org/wiki/India:_Cabinet_approves_capital_punishment_for_rape_of_girls_under_age_twelve	India: Cabinet approves capital punishment for rape of girls under age twelve	d34b0dffce43ebc4e56bbdfa5fdc5f75	33121ef9627c4685eae000e71bec8cd9
2018-04-25_00_India	2018-04-25	https://en.wikinews.org/wiki/India:_Jammu_and_Kashmir_government_orders_private_tuitions_to_shut_down_for_90_days	India: Jammu and Kashmir government orders private tuitions to shut down for 90 days	27dfedf1883a9da709d2a0688f77c228	de0588887266bc9484c092252a4233c3
2018-04-25_01_Scottish	2018-04-25	https://en.wikinews.org/wiki/Scottish_man_sentenced_over_%27grossly_offensive%27_joke_on_YouTube	Scottish man sentenced over 'grossly offensive' joke on YouTube	09adaf2ec736bc3b1ba0843d229198d2	40d234a297c4c8b2877c1bc902cae23b
2018-05-04_00_Leader	2018-05-04	https://en.wikinews.org/wiki/Leader_of_South_Korea_requests_foreign_involvement_in_decommissioning_of_nuclear_test_site	Leader of South Korea requests foreign involvement in decommissioning of nuclear test site	8119c7d172f76fe08c07b9bd0cfa27ad	8d7374cdb859a36b1ed7c54e4ca3b619
2018-05-07_00_NASA	2018-05-07	https://en.wikinews.org/wiki/NASA%27s_InSight_lander_and_MarCO_craft_launch_in_new_mission_to_Mars	NASA's InSight lander and MarCO craft launch in new mission to Mars	9c11e4bac2656d3e2a7ed2425f63fa08	8caa362b45344535f0f59eb17dfb66e3
2018-05-10_00_Indian	2018-05-10	https://en.wikinews.org/wiki/Indian_Supreme_Court_orders_transfer_of_Asifa_Bano_gang_rape_and_murder_case_to_Pathankot	Indian Supreme Court orders transfer of Asifa Bano gang rape and murder case to Pathankot	fd36c6f277e3ab5db8538e7dea29120a	28a7d45a95381b3c1468eddfcc7c0420
2018-05-11_00_Pakistani	2018-05-11	https://en.wikinews.org/wiki/Pakistani_parliament_passes_bill_for_transgender_rights	Pakistani parliament passes bill for transgender rights	fd0564859f659fd37053eb8e95929e11	a34e69a8c7d828e454ea0136699e2a95
2018-05-12_00_Berlin	2018-05-12	https://en.wikinews.org/wiki/Berlin_court:_neutrality_law_above_German_religious_freedom,_bans_teacher_headscarves_in_primary_school	Berlin court: neutrality law above German religious freedom, bans teacher headscarves in primary school	394af20c662be033df9d0e044d2e1eda	801df3282c92ff7fb402d1af244642a8
2018-05-13_00_Sudanese	2018-05-13	https://en.wikinews.org/wiki/Sudanese_teenager_sentenced_to_death_for_killing_husband_while_raping_her	Sudanese teenager sentenced to death for killing husband while raping her	6a975d881d2f2ad70099327b3c86ec5a	336b8f14dda33016190282b6b88908f2
2018-05-14_00_German	2018-05-14	https://en.wikinews.org/wiki/German_beer_company_Eichbaum_issues_public_apology_for_printing_Saudi_Arabian_flag_on_beer_bottle_caps	German beer company Eichbaum issues public apology for printing Saudi Arabian flag on beer bottle caps	e469a88021c253b273db8257899c0a5e	3004f5ad043cfd6ca6f2c89c0d27ed69
