DKL loss begin,DKL loss saturate,DKL loss coeff,label_smoothing,global sparsity,Accuracy
20000,76000,0,0,0.025919675827,0.764699995518
40000,100000,0,0.1,0.0278673116118,0.764739990234
8000,100000,0,0.1,0.0278961956501,0.764900028706
20000,76000,7.80538368534e-9,0.1,0.475636065006,0.764940023422
8000,68000,0,0.1,0.027806520462,0.765259981155
20000,68000,0,0.1,0.0278982706368,0.765259981155
8000,68000,7.80538368534e-9,0.1,0.50044721365,0.765479981899
20000,100000,0,0.1,0.0277910940349,0.765559971333
40000,76000,0,0.1,0.0278840679675,0.765579998493
8000,100000,0,0,0.0259275659919,0.76573997736
20000,76000,0,0.1,0.0278149396181,0.76587998867
40000,100000,7.80538368534e-9,0.1,0.363803833723,0.766040027142
40000,68000,0,0.1,0.0277512222528,0.766200006008
8000,76000,0,0.1,0.0277257449925,0.76723998785
