,Transferability Metric,Source Architecture,Transferability Metric Score,Test Accuracy,Trainable Backbone,Target Dataset
98,nleep,mobilenet,-1.734834909439087,0.6448735594749451,False,sun397
99,nleep,mobilenet,-1.734834909439087,0.6731494069099426,True,sun397
100,nleep,mobilenetv2,-1.710223913192749,0.6343908309936523,False,sun397
101,nleep,mobilenetv2,-1.710223913192749,0.6572414040565491,True,sun397
102,nleep,mobilenetv3,-1.6073691844940186,0.6707586050033569,False,sun397
103,nleep,mobilenetv3,-1.6073691844940186,0.6656551957130432,True,sun397
104,nleep,nasnetmobile,-1.8458069562911987,0.59926438331604,False,sun397
105,nleep,nasnetmobile,-1.8458069562911987,0.6397700905799866,True,sun397
106,nleep,efficientnetb0,-1.5805468559265137,0.6841838955879211,False,sun397
107,nleep,efficientnetb0,-1.5805468559265137,0.7037241458892822,True,sun397
108,nleep,efficientnetb1,-1.5417600870132446,0.6861609220504761,False,sun397
109,nleep,efficientnetb1,-1.5417600870132446,0.7137930989265442,True,sun397
110,nleep,efficientnetb2,-1.5655375719070435,0.6806896328926086,False,sun397
111,nleep,efficientnetb2,-1.5655375719070435,0.7130574584007263,True,sun397
112,nleep,efficientnetb3,-1.5944968461990356,0.6708965301513672,False,sun397
113,nleep,efficientnetb3,-1.5944968461990356,0.7157241106033325,True,sun397
114,logme,resnet50,1.7732532024383545,0.660137951374054,False,sun397
115,logme,resnet50,1.7732532024383545,0.6595402359962463,True,sun397
116,logme,resnet101,1.7780375480651855,0.6686436533927917,False,sun397
117,logme,resnet101,1.7780375480651855,0.6491494178771973,True,sun397
118,logme,resnet50v2,1.7642779350280762,0.6057011485099792,False,sun397
119,logme,resnet50v2,1.7642779350280762,0.601425290107727,True,sun397
120,logme,resnet101v2,1.7712074518203735,0.618482768535614,False,sun397
121,logme,resnet101v2,1.7712074518203735,0.6129655241966248,True,sun397
122,logme,resnet152v2,1.774078607559204,0.6198160648345947,False,sun397
123,logme,resnet152v2,1.774078607559204,0.6052873730659485,True,sun397
124,logme,vgg16,1.7322309017181396,0.5828505754470825,False,sun397
125,logme,vgg16,1.7322309017181396,0.5605517029762268,True,sun397
126,logme,vgg19,1.7324804067611694,0.5799540281295776,False,sun397
127,logme,vgg19,1.7324804067611694,0.5443218350410461,True,sun397
128,logme,densenet121,1.7402806282043457,0.6573333144187927,False,sun397
129,logme,densenet121,1.7402806282043457,0.6514022946357727,True,sun397
130,logme,densenet169,1.7512675523757935,0.6765057444572449,False,sun397
131,logme,densenet169,1.7512675523757935,0.6709425449371338,True,sun397
132,logme,densenet201,1.7532554864883423,0.6801838874816895,False,sun397
133,logme,densenet201,1.7532554864883423,0.679908037185669,True,sun397
134,logme,xception,1.7841675281524658,0.6160919666290283,False,sun397
135,logme,xception,1.7841675281524658,0.665517270565033,True,sun397
136,logme,mobilenet,1.7381776571273804,0.6448735594749451,False,sun397
137,logme,mobilenet,1.7381776571273804,0.6731494069099426,True,sun397
138,logme,mobilenetv2,1.7540364265441895,0.6343908309936523,False,sun397
139,logme,mobilenetv2,1.7540364265441895,0.6572414040565491,True,sun397
140,logme,mobilenetv3,1.7679466009140015,0.6707586050033569,False,sun397
141,logme,mobilenetv3,1.7679466009140015,0.6656551957130432,True,sun397
142,logme,nasnetmobile,1.7677375078201294,0.59926438331604,False,sun397
143,logme,nasnetmobile,1.7677375078201294,0.6397700905799866,True,sun397
144,logme,efficientnetb0,1.7752009630203247,0.6841838955879211,False,sun397
145,logme,efficientnetb0,1.7752009630203247,0.7037241458892822,True,sun397
146,logme,efficientnetb1,1.7778236865997314,0.6861609220504761,False,sun397
147,logme,efficientnetb1,1.7778236865997314,0.7137930989265442,True,sun397
148,logme,efficientnetb2,1.7810338735580444,0.6806896328926086,False,sun397
149,logme,efficientnetb2,1.7810338735580444,0.7130574584007263,True,sun397
150,logme,efficientnetb3,1.7821894884109497,0.6708965301513672,False,sun397
151,logme,efficientnetb3,1.7821894884109497,0.7157241106033325,True,sun397
152,hscore,resnet50,2800.90234375,0.660137951374054,False,sun397
153,hscore,resnet50,2800.90234375,0.6595402359962463,True,sun397
154,hscore,resnet101,2871.119873046875,0.6686436533927917,False,sun397
155,hscore,resnet101,2871.119873046875,0.6491494178771973,True,sun397
156,hscore,resnet50v2,1316.6943359375,0.6057011485099792,False,sun397
157,hscore,resnet50v2,1316.6943359375,0.601425290107727,True,sun397
158,hscore,resnet101v2,1486.962646484375,0.618482768535614,False,sun397
159,hscore,resnet101v2,1486.962646484375,0.6129655241966248,True,sun397
160,hscore,resnet152v2,1472.318115234375,0.6198160648345947,False,sun397
161,hscore,resnet152v2,1472.318115234375,0.6052873730659485,True,sun397
162,hscore,vgg16,326.15985107421875,0.5828505754470825,False,sun397
163,hscore,vgg16,326.15985107421875,0.5605517029762268,True,sun397
164,hscore,vgg19,330.9794921875,0.5799540281295776,False,sun397
165,hscore,vgg19,330.9794921875,0.5443218350410461,True,sun397
166,hscore,densenet121,546.79296875,0.6573333144187927,False,sun397
167,hscore,densenet121,546.79296875,0.6514022946357727,True,sun397
168,hscore,densenet169,631.971923828125,0.6765057444572449,False,sun397
169,hscore,densenet169,631.971923828125,0.6709425449371338,True,sun397
170,hscore,densenet201,666.5028076171875,0.6801838874816895,False,sun397
171,hscore,densenet201,666.5028076171875,0.679908037185669,True,sun397
172,hscore,xception,2819.912841796875,0.6160919666290283,False,sun397
173,hscore,xception,2819.912841796875,0.665517270565033,True,sun397
174,hscore,mobilenet,719.7686157226562,0.6448735594749451,False,sun397
175,hscore,mobilenet,719.7686157226562,0.6731494069099426,True,sun397
176,hscore,mobilenetv2,996.0425415039062,0.6343908309936523,False,sun397
177,hscore,mobilenetv2,996.0425415039062,0.6572414040565491,True,sun397
178,hscore,mobilenetv3,924.7606811523438,0.6707586050033569,False,sun397
179,hscore,mobilenetv3,924.7606811523438,0.6656551957130432,True,sun397
180,hscore,nasnetmobile,4938.9208984375,0.59926438331604,False,sun397
181,hscore,nasnetmobile,4938.9208984375,0.6397700905799866,True,sun397
182,hscore,efficientnetb0,1332.5323486328125,0.6841838955879211,False,sun397
183,hscore,efficientnetb0,1332.5323486328125,0.7037241458892822,True,sun397
184,hscore,efficientnetb1,1119.75927734375,0.6861609220504761,False,sun397
185,hscore,efficientnetb1,1119.75927734375,0.7137930989265442,True,sun397
186,hscore,efficientnetb2,1268.135498046875,0.6806896328926086,False,sun397
187,hscore,efficientnetb2,1268.135498046875,0.7130574584007263,True,sun397
188,hscore,efficientnetb3,1354.201171875,0.6708965301513672,False,sun397
189,hscore,efficientnetb3,1354.201171875,0.7157241106033325,True,sun397
190,gbc,resnet50,-25.416452407836914,0.7903263568878174,False,stanford_dogs
191,gbc,resnet50,-25.416452407836914,0.7510489225387573,True,stanford_dogs
192,gbc,resnet101,-18.600711822509766,0.8144522309303284,False,stanford_dogs
193,gbc,resnet101,-18.600711822509766,0.7553613185882568,True,stanford_dogs
194,gbc,resnet50v2,-13.42662239074707,0.7610722780227661,False,stanford_dogs
195,gbc,resnet50v2,-13.42662239074707,0.6775058507919312,True,stanford_dogs
196,gbc,resnet101v2,-10.261407852172852,0.784731924533844,False,stanford_dogs
197,gbc,resnet101v2,-10.261407852172852,0.6885780692100525,True,stanford_dogs
198,gbc,resnet152v2,-8.844154357910156,0.795337975025177,False,stanford_dogs
199,gbc,resnet152v2,-8.844154357910156,0.7002331018447876,True,stanford_dogs
200,gbc,vgg16,-41.73038864135742,0.6603729724884033,False,stanford_dogs
201,gbc,vgg16,-41.73038864135742,0.5170162916183472,True,stanford_dogs
202,gbc,vgg19,-35.17997741699219,0.6637529134750366,False,stanford_dogs
203,gbc,vgg19,-35.17997741699219,0.5060606002807617,True,stanford_dogs
204,gbc,densenet121,-12.215677261352539,0.8269230723381042,False,stanford_dogs
205,gbc,densenet121,-12.215677261352539,0.7733100056648254,True,stanford_dogs
206,gbc,densenet169,-11.069482803344727,0.8489510416984558,False,stanford_dogs
207,gbc,densenet169,-11.069482803344727,0.784149169921875,True,stanford_dogs
208,gbc,densenet201,-8.999260902404785,0.8720279932022095,False,stanford_dogs
209,gbc,densenet201,-8.999260902404785,0.7955710887908936,True,stanford_dogs
210,gbc,xception,-4.390489101409912,0.8242424130439758,False,stanford_dogs
211,gbc,xception,-4.390489101409912,0.7765734195709229,True,stanford_dogs
212,gbc,mobilenet,-41.450077056884766,0.7937062978744507,False,stanford_dogs
213,gbc,mobilenet,-41.450077056884766,0.7360140085220337,True,stanford_dogs
214,gbc,mobilenetv2,-9.285989761352539,0.8449883460998535,False,stanford_dogs
215,gbc,mobilenetv2,-9.285989761352539,0.7945221662521362,True,stanford_dogs
216,gbc,mobilenetv3,-12.285299301147461,0.8032634258270264,False,stanford_dogs
217,gbc,mobilenetv3,-12.285299301147461,0.741142213344574,True,stanford_dogs
218,gbc,nasnetmobile,-3.376457691192627,0.8500000238418579,False,stanford_dogs
219,gbc,nasnetmobile,-3.376457691192627,0.8073426485061646,True,stanford_dogs
220,gbc,efficientnetb0,-10.972993850708008,0.8396270275115967,False,stanford_dogs
221,gbc,efficientnetb0,-10.972993850708008,0.7986013889312744,True,stanford_dogs
222,gbc,efficientnetb1,-7.738191604614258,0.8628205060958862,False,stanford_dogs
223,gbc,efficientnetb1,-7.738191604614258,0.8213286995887756,True,stanford_dogs
224,gbc,efficientnetb2,-6.816097259521484,0.8658508062362671,False,stanford_dogs
225,gbc,efficientnetb2,-6.816097259521484,0.8255244493484497,True,stanford_dogs
226,gbc,efficientnetb3,-5.541233062744141,0.8791375160217285,False,stanford_dogs
227,gbc,efficientnetb3,-5.541233062744141,0.8410256505012512,True,stanford_dogs
228,leep,resnet50,-0.6922974586486816,0.7903263568878174,False,stanford_dogs
229,leep,resnet50,-0.6922974586486816,0.7510489225387573,True,stanford_dogs
230,leep,resnet101,-0.6447250843048096,0.8144522309303284,False,stanford_dogs
231,leep,resnet101,-0.6447250843048096,0.7553613185882568,True,stanford_dogs
232,leep,resnet50v2,-0.7645501494407654,0.7610722780227661,False,stanford_dogs
233,leep,resnet50v2,-0.7645501494407654,0.6775058507919312,True,stanford_dogs
234,leep,resnet101v2,-0.6709443926811218,0.784731924533844,False,stanford_dogs
235,leep,resnet101v2,-0.6709443926811218,0.6885780692100525,True,stanford_dogs
236,leep,resnet152v2,-0.6342958807945251,0.795337975025177,False,stanford_dogs
237,leep,resnet152v2,-0.6342958807945251,0.7002331018447876,True,stanford_dogs
238,leep,vgg16,-0.9322712421417236,0.6603729724884033,False,stanford_dogs
239,leep,vgg16,-0.9322712421417236,0.5170162916183472,True,stanford_dogs
240,leep,vgg19,-0.9372170567512512,0.6637529134750366,False,stanford_dogs
241,leep,vgg19,-0.9372170567512512,0.5060606002807617,True,stanford_dogs
242,leep,densenet121,-0.6128925085067749,0.8269230723381042,False,stanford_dogs
243,leep,densenet121,-0.6128925085067749,0.7733100056648254,True,stanford_dogs
244,leep,densenet169,-0.4906553626060486,0.8489510416984558,False,stanford_dogs
245,leep,densenet169,-0.4906553626060486,0.784149169921875,True,stanford_dogs
246,leep,densenet201,-0.47670018672943115,0.8720279932022095,False,stanford_dogs
247,leep,densenet201,-0.47670018672943115,0.7955710887908936,True,stanford_dogs
248,leep,xception,-0.6156505346298218,0.8242424130439758,False,stanford_dogs
249,leep,xception,-0.6156505346298218,0.7765734195709229,True,stanford_dogs
250,leep,mobilenet,-0.5007290840148926,0.7937062978744507,False,stanford_dogs
251,leep,mobilenet,-0.5007290840148926,0.7360140085220337,True,stanford_dogs
252,leep,mobilenetv2,-0.7121443152427673,0.8449883460998535,False,stanford_dogs
253,leep,mobilenetv2,-0.7121443152427673,0.7945221662521362,True,stanford_dogs
254,leep,mobilenetv3,-0.6637874245643616,0.8032634258270264,False,stanford_dogs
255,leep,mobilenetv3,-0.6637874245643616,0.741142213344574,True,stanford_dogs
256,leep,nasnetmobile,-0.7321240305900574,0.8500000238418579,False,stanford_dogs
257,leep,nasnetmobile,-0.7321240305900574,0.8073426485061646,True,stanford_dogs
258,leep,efficientnetb0,-0.8695353269577026,0.8396270275115967,False,stanford_dogs
259,leep,efficientnetb0,-0.8695353269577026,0.7986013889312744,True,stanford_dogs
260,leep,efficientnetb1,-0.7090328931808472,0.8628205060958862,False,stanford_dogs
261,leep,efficientnetb1,-0.7090328931808472,0.8213286995887756,True,stanford_dogs
262,leep,efficientnetb2,-0.7245916128158569,0.8658508062362671,False,stanford_dogs
263,leep,efficientnetb2,-0.7245916128158569,0.8255244493484497,True,stanford_dogs
264,leep,efficientnetb3,-0.7191029191017151,0.8791375160217285,False,stanford_dogs
265,leep,efficientnetb3,-0.7191029191017151,0.8410256505012512,True,stanford_dogs
266,nleep,resnet50,-0.9621883034706116,0.7903263568878174,False,stanford_dogs
267,nleep,resnet50,-0.9621883034706116,0.7510489225387573,True,stanford_dogs
268,nleep,resnet101,-0.8234694004058838,0.8144522309303284,False,stanford_dogs
269,nleep,resnet101,-0.8234694004058838,0.7553613185882568,True,stanford_dogs
270,nleep,resnet50v2,-0.8805747032165527,0.7610722780227661,False,stanford_dogs
271,nleep,resnet50v2,-0.8805747032165527,0.6775058507919312,True,stanford_dogs
272,nleep,resnet101v2,-0.7743366956710815,0.784731924533844,False,stanford_dogs
273,nleep,resnet101v2,-0.7743366956710815,0.6885780692100525,True,stanford_dogs
274,nleep,resnet152v2,-0.7106817960739136,0.795337975025177,False,stanford_dogs
275,nleep,resnet152v2,-0.7106817960739136,0.7002331018447876,True,stanford_dogs
276,nleep,vgg16,-1.40256929397583,0.6603729724884033,False,stanford_dogs
277,nleep,vgg16,-1.40256929397583,0.5170162916183472,True,stanford_dogs
278,nleep,vgg19,-1.331984043121338,0.6637529134750366,False,stanford_dogs
279,nleep,vgg19,-1.331984043121338,0.5060606002807617,True,stanford_dogs
280,nleep,densenet121,-0.6735034584999084,0.8269230723381042,False,stanford_dogs
281,nleep,densenet121,-0.6735034584999084,0.7733100056648254,True,stanford_dogs
282,nleep,densenet169,-0.6118603944778442,0.8489510416984558,False,stanford_dogs
283,nleep,densenet169,-0.6118603944778442,0.784149169921875,True,stanford_dogs
284,nleep,densenet201,-0.560303270816803,0.8720279932022095,False,stanford_dogs
285,nleep,densenet201,-0.560303270816803,0.7955710887908936,True,stanford_dogs
286,nleep,xception,-0.6018933653831482,0.8242424130439758,False,stanford_dogs
287,nleep,xception,-0.6018933653831482,0.7765734195709229,True,stanford_dogs
288,nleep,mobilenet,-1.1020772457122803,0.7937062978744507,False,stanford_dogs
289,nleep,mobilenet,-1.1020772457122803,0.7360140085220337,True,stanford_dogs
290,nleep,mobilenetv2,-0.6675899028778076,0.8449883460998535,False,stanford_dogs
291,nleep,mobilenetv2,-0.6675899028778076,0.7945221662521362,True,stanford_dogs
292,nleep,mobilenetv3,-0.7954187989234924,0.8032634258270264,False,stanford_dogs
293,nleep,mobilenetv3,-0.7954187989234924,0.741142213344574,True,stanford_dogs
294,nleep,nasnetmobile,-0.4859870970249176,0.8500000238418579,False,stanford_dogs
295,nleep,nasnetmobile,-0.4859870970249176,0.8073426485061646,True,stanford_dogs
296,nleep,efficientnetb0,-0.7135045528411865,0.8396270275115967,False,stanford_dogs
297,nleep,efficientnetb0,-0.7135045528411865,0.7986013889312744,True,stanford_dogs
298,nleep,efficientnetb1,-0.5717011094093323,0.8628205060958862,False,stanford_dogs
299,nleep,efficientnetb1,-0.5717011094093323,0.8213286995887756,True,stanford_dogs
300,nleep,efficientnetb2,-0.5487944483757019,0.8658508062362671,False,stanford_dogs
301,nleep,efficientnetb2,-0.5487944483757019,0.8255244493484497,True,stanford_dogs
302,nleep,efficientnetb3,-0.49780428409576416,0.8791375160217285,False,stanford_dogs
303,nleep,efficientnetb3,-0.49780428409576416,0.8410256505012512,True,stanford_dogs
304,logme,resnet50,1.162719488143921,0.7903263568878174,False,stanford_dogs
305,logme,resnet50,1.162719488143921,0.7510489225387573,True,stanford_dogs
306,logme,resnet101,1.2004560232162476,0.8144522309303284,False,stanford_dogs
307,logme,resnet101,1.2004560232162476,0.7553613185882568,True,stanford_dogs
308,logme,resnet50v2,1.183775782585144,0.7610722780227661,False,stanford_dogs
309,logme,resnet50v2,1.183775782585144,0.6775058507919312,True,stanford_dogs
310,logme,resnet101v2,1.2255710363388062,0.784731924533844,False,stanford_dogs
311,logme,resnet101v2,1.2255710363388062,0.6885780692100525,True,stanford_dogs
312,logme,resnet152v2,1.253489375114441,0.795337975025177,False,stanford_dogs
313,logme,resnet152v2,1.253489375114441,0.7002331018447876,True,stanford_dogs
314,logme,vgg16,1.0626355409622192,0.6603729724884033,False,stanford_dogs
315,logme,vgg16,1.0626355409622192,0.5170162916183472,True,stanford_dogs
316,logme,vgg19,1.0689606666564941,0.6637529134750366,False,stanford_dogs
317,logme,vgg19,1.0689606666564941,0.5060606002807617,True,stanford_dogs
318,logme,densenet121,1.132507562637329,0.8269230723381042,False,stanford_dogs
319,logme,densenet121,1.132507562637329,0.7733100056648254,True,stanford_dogs
320,logme,densenet169,1.162532925605774,0.8489510416984558,False,stanford_dogs
321,logme,densenet169,1.162532925605774,0.784149169921875,True,stanford_dogs
322,logme,densenet201,1.1807430982589722,0.8720279932022095,False,stanford_dogs
323,logme,densenet201,1.1807430982589722,0.7955710887908936,True,stanford_dogs
324,logme,xception,1.3791993856430054,0.8242424130439758,False,stanford_dogs
325,logme,xception,1.3791993856430054,0.7765734195709229,True,stanford_dogs
326,logme,mobilenet,1.0878987312316895,0.7937062978744507,False,stanford_dogs
327,logme,mobilenet,1.0878987312316895,0.7360140085220337,True,stanford_dogs
328,logme,mobilenetv2,1.2267677783966064,0.8449883460998535,False,stanford_dogs
329,logme,mobilenetv2,1.2267677783966064,0.7945221662521362,True,stanford_dogs
330,logme,mobilenetv3,1.1759198904037476,0.8032634258270264,False,stanford_dogs
331,logme,mobilenetv3,1.1759198904037476,0.741142213344574,True,stanford_dogs
332,logme,nasnetmobile,1.4606549739837646,0.8500000238418579,False,stanford_dogs
333,logme,nasnetmobile,1.4606549739837646,0.8073426485061646,True,stanford_dogs
334,logme,efficientnetb0,1.2247955799102783,0.8396270275115967,False,stanford_dogs
335,logme,efficientnetb0,1.2247955799102783,0.7986013889312744,True,stanford_dogs
336,logme,efficientnetb1,1.3017743825912476,0.8628205060958862,False,stanford_dogs
337,logme,efficientnetb1,1.3017743825912476,0.8213286995887756,True,stanford_dogs
338,logme,efficientnetb2,1.33558988571167,0.8658508062362671,False,stanford_dogs
339,logme,efficientnetb2,1.33558988571167,0.8255244493484497,True,stanford_dogs
340,logme,efficientnetb3,1.3707964420318604,0.8791375160217285,False,stanford_dogs
341,logme,efficientnetb3,1.3707964420318604,0.8410256505012512,True,stanford_dogs
342,hscore,resnet50,3896.603271484375,0.7903263568878174,False,stanford_dogs
343,hscore,resnet50,3896.603271484375,0.7510489225387573,True,stanford_dogs
344,hscore,resnet101,4293.8369140625,0.8144522309303284,False,stanford_dogs
345,hscore,resnet101,4293.8369140625,0.7553613185882568,True,stanford_dogs
346,hscore,resnet50v2,2746.1806640625,0.7610722780227661,False,stanford_dogs
347,hscore,resnet50v2,2746.1806640625,0.6775058507919312,True,stanford_dogs
348,hscore,resnet101v2,3462.97119140625,0.784731924533844,False,stanford_dogs
349,hscore,resnet101v2,3462.97119140625,0.6885780692100525,True,stanford_dogs
350,hscore,resnet152v2,3819.859619140625,0.795337975025177,False,stanford_dogs
351,hscore,resnet152v2,3819.859619140625,0.7002331018447876,True,stanford_dogs
352,hscore,vgg16,402.6440734863281,0.6603729724884033,False,stanford_dogs
353,hscore,vgg16,402.6440734863281,0.5170162916183472,True,stanford_dogs
354,hscore,vgg19,422.3798828125,0.6637529134750366,False,stanford_dogs
355,hscore,vgg19,422.3798828125,0.5060606002807617,True,stanford_dogs
356,hscore,densenet121,682.5390014648438,0.8269230723381042,False,stanford_dogs
357,hscore,densenet121,682.5390014648438,0.7733100056648254,True,stanford_dogs
358,hscore,densenet169,846.6036376953125,0.8489510416984558,False,stanford_dogs
359,hscore,densenet169,846.6036376953125,0.784149169921875,True,stanford_dogs
360,hscore,densenet201,923.68896484375,0.8720279932022095,False,stanford_dogs
361,hscore,densenet201,923.68896484375,0.7955710887908936,True,stanford_dogs
362,hscore,xception,8066.7041015625,0.8242424130439758,False,stanford_dogs
363,hscore,xception,8066.7041015625,0.7765734195709229,True,stanford_dogs
364,hscore,mobilenet,868.9471435546875,0.7937062978744507,False,stanford_dogs
365,hscore,mobilenet,868.9471435546875,0.7360140085220337,True,stanford_dogs
366,hscore,mobilenetv2,1943.0469970703125,0.8449883460998535,False,stanford_dogs
367,hscore,mobilenetv2,1943.0469970703125,0.7945221662521362,True,stanford_dogs
