(65.0, 105.0, 3.0)
(55.0, 105.0, 3.0)
(45.0, 105.0, 3.0)
(35.0, 105.0, 3.0)
(25.0, 105.0, 3.0)
(15.0, 105.0, 3.0)
(5.0, 105.0, 3.0)
(75.0, 85.0, 3.0)
(75.0, 75.0, 3.0)
(75.0, 65.0, 3.0)
(75.0, 55.0, 3.0)
(75.0, 45.0, 3.0)
(75.0, 35.0, 3.0)
(75.0, 25.0, 3.0)
(75.0, 15.0, 3.0)
(75.0, 5.0, 3.0)
(75.0, 115.0, 9.0)
(75.0, 105.0, 9.0)
(85.0, 105.0, 9.0)
(95.0, 105.0, 9.0)
(105.0, 105.0, 9.0)
(115.0, 105.0, 9.0)
(125.0, 105.0, 9.0)
(135.0, 105.0, 9.0)
(145.0, 105.0, 9.0)
(65.0, 105.0, 9.0)
(45.0, 105.0, 9.0)
(35.0, 105.0, 9.0)
(15.0, 105.0, 9.0)
(5.0, 105.0, 9.0)
(25.0, 105.0, 9.0)
(145.0, 105.0, 8.0)
(135.0, 105.0, 8.0)
(125.0, 105.0, 8.0)
(115.0, 105.0, 8.0)
(105.0, 105.0, 8.0)
(75.0, 45.0, 8.0)
(75.0, 55.0, 8.0)
(75.0, 65.0, 8.0)
(75.0, 75.0, 8.0)
(75.0, 85.0, 8.0)
(75.0, 105.0, 8.0)
(75.0, 95.0, 8.0)
(75.0, 35.0, 8.0)
(75.0, 25.0, 8.0)
(85.0, 25.0, 8.0)
(95.0, 25.0, 8.0)
(105.0, 25.0, 8.0)
(115.0, 25.0, 8.0)
(125.0, 25.0, 8.0)
(135.0, 25.0, 8.0)
(145.0, 25.0, 8.0)
(65.0, 25.0, 8.0)
(55.0, 25.0, 8.0)
(45.0, 25.0, 8.0)
(35.0, 25.0, 8.0)
(25.0, 25.0, 8.0)
(15.0, 25.0, 8.0)
(5.0, 25.0, 8.0)
(145.0, 55.0, 8.0)
(5.0, 55.0, 8.0)
(5.0, 105.0, 8.0)
(15.0, 105.0, 8.0)
(25.0, 105.0, 8.0)
(35.0, 105.0, 8.0)
(45.0, 105.0, 8.0)
(75.0, 95.0, 3.0)
(75.0, 115.0, 10.0)
(75.0, 105.0, 10.0)
(65.0, 105.0, 10.0)
(55.0, 105.0, 10.0)
(45.0, 105.0, 10.0)
(35.0, 105.0, 10.0)
(25.0, 105.0, 10.0)
(15.0, 105.0, 10.0)
(5.0, 105.0, 10.0)
(85.0, 105.0, 10.0)
(95.0, 105.0, 10.0)
(105.0, 105.0, 10.0)
(115.0, 105.0, 10.0)
(125.0, 105.0, 10.0)
(135.0, 105.0, 10.0)
(145.0, 105.0, 10.0)
(5.0, 105.0, 11.0)
(15.0, 105.0, 11.0)
(25.0, 105.0, 11.0)
(35.0, 105.0, 11.0)
(55.0, 105.0, 11.0)
(65.0, 105.0, 11.0)
(75.0, 105.0, 11.0)
(75.0, 115.0, 11.0)
(5.0, 105.0, 5.0)
(15.0, 105.0, 5.0)
(25.0, 105.0, 5.0)
(75.0, 5.0, 5.0)
(75.0, 15.0, 5.0)
(5.0, 25.0, 5.0)
(15.0, 25.0, 5.0)
(25.0, 25.0, 5.0)
(35.0, 25.0, 5.0)
(45.0, 25.0, 5.0)
(55.0, 25.0, 5.0)
(65.0, 25.0, 5.0)
(75.0, 25.0, 5.0)
(85.0, 25.0, 5.0)
(95.0, 25.0, 5.0)
(105.0, 25.0, 5.0)
(115.0, 25.0, 5.0)
(125.0, 25.0, 5.0)
(135.0, 25.0, 5.0)
(145.0, 25.0, 5.0)
(125.0, 35.0, 5.0)
(125.0, 45.0, 5.0)
(125.0, 55.0, 5.0)
(125.0, 65.0, 5.0)
(125.0, 75.0, 5.0)
(105.0, 65.0, 5.0)
(95.0, 65.0, 5.0)
(85.0, 65.0, 5.0)
(65.0, 65.0, 5.0)
(55.0, 65.0, 5.0)
(45.0, 65.0, 5.0)
(35.0, 75.0, 5.0)
(35.0, 85.0, 5.0)
(35.0, 105.0, 5.0)
(45.0, 105.0, 5.0)
(65.0, 105.0, 5.0)
(85.0, 105.0, 5.0)
(75.0, 105.0, 5.0)
(35.0, 65.0, 5.0)
(75.0, 65.0, 5.0)
(115.0, 65.0, 5.0)
(65.0, 25.0, 5.0)
(155.0, 105.0, 5.0)
(145.0, 105.0, 5.0)
(135.0, 105.0, 5.0)
(125.0, 105.0, 5.0)
(115.0, 105.0, 5.0)
(105.0, 105.0, 5.0)
(75.0, 5.0, 11.0)
(75.0, 85.0, 11.0)
(75.0, 95.0, 11.0)
(85.0, 105.0, 11.0)
(95.0, 105.0, 11.0)
(115.0, 105.0, 11.0)
(125.0, 105.0, 11.0)
(135.0, 105.0, 11.0)
(145.0, 105.0, 11.0)
(145.0, 105.0, 12.0)
(5.0, 105.0, 12.0)
(15.0, 105.0, 12.0)
(25.0, 105.0, 12.0)
(35.0, 105.0, 12.0)
(45.0, 105.0, 12.0)
(55.0, 105.0, 12.0)
(65.0, 105.0, 12.0)
(75.0, 105.0, 12.0)
(85.0, 105.0, 12.0)
(95.0, 105.0, 12.0)
(105.0, 105.0, 12.0)
(115.0, 105.0, 12.0)
(125.0, 105.0, 12.0)
(135.0, 105.0, 12.0)
(5.0, 105.0, 13.0)
(15.0, 105.0, 13.0)
(25.0, 105.0, 13.0)
(35.0, 105.0, 13.0)
(45.0, 105.0, 13.0)
(55.0, 105.0, 13.0)
(65.0, 105.0, 13.0)
(85.0, 105.0, 13.0)
(95.0, 105.0, 13.0)
(75.0, 5.0, 13.0)
(75.0, 15.0, 13.0)
(75.0, 25.0, 13.0)
(75.0, 35.0, 13.0)
(75.0, 45.0, 13.0)
(75.0, 55.0, 13.0)
(75.0, 65.0, 13.0)
(75.0, 75.0, 13.0)
(75.0, 85.0, 13.0)
(75.0, 95.0, 13.0)
(75.0, 105.0, 13.0)
(75.0, 115.0, 13.0)
(105.0, 105.0, 13.0)
(115.0, 105.0, 13.0)
(125.0, 105.0, 13.0)
(135.0, 105.0, 13.0)
(145.0, 105.0, 13.0)
(155.0, 105.0, 13.0)
(75.0, 5.0, 7.0)
(75.0, 15.0, 7.0)
(75.0, 25.0, 7.0)
(75.0, 35.0, 7.0)
(75.0, 45.0, 7.0)
(75.0, 55.0, 7.0)
(75.0, 65.0, 7.0)
(75.0, 75.0, 7.0)
(75.0, 85.0, 7.0)
(75.0, 95.0, 7.0)
(75.0, 105.0, 7.0)
(85.0, 105.0, 7.0)
(95.0, 105.0, 7.0)
(105.0, 105.0, 7.0)
(115.0, 105.0, 7.0)
(125.0, 105.0, 7.0)
(135.0, 105.0, 7.0)
(145.0, 105.0, 7.0)
(65.0, 105.0, 7.0)
(55.0, 105.0, 7.0)
(45.0, 105.0, 7.0)
(35.0, 105.0, 7.0)
(25.0, 105.0, 7.0)
(15.0, 105.0, 7.0)
(5.0, 105.0, 7.0)
(145.0, 105.0, 6.0)
(135.0, 105.0, 6.0)
(125.0, 105.0, 6.0)
(115.0, 105.0, 6.0)
(105.0, 105.0, 6.0)
(95.0, 105.0, 6.0)
(85.0, 105.0, 6.0)
(75.0, 105.0, 6.0)
(65.0, 105.0, 6.0)
(55.0, 105.0, 6.0)
(45.0, 105.0, 6.0)
(35.0, 105.0, 6.0)
(25.0, 105.0, 6.0)
(15.0, 105.0, 6.0)
(5.0, 105.0, 6.0)
(75.0, 115.0, 6.0)
(75.0, 5.0, 2.0)
(75.0, 15.0, 2.0)
(75.0, 25.0, 2.0)
(75.0, 35.0, 2.0)
(75.0, 45.0, 2.0)
(75.0, 55.0, 2.0)
(75.0, 65.0, 2.0)
(75.0, 75.0, 2.0)
(75.0, 85.0, 2.0)
(75.0, 95.0, 2.0)
(75.0, 105.0, 2.0)
(85.0, 105.0, 2.0)
(95.0, 105.0, 2.0)
(105.0, 105.0, 2.0)
(115.0, 105.0, 2.0)
(125.0, 105.0, 2.0)
(135.0, 105.0, 2.0)
(145.0, 105.0, 2.0)
(5.0, 105.0, 14.0)
(15.0, 105.0, 14.0)
(25.0, 105.0, 14.0)
(35.0, 105.0, 14.0)
(65.0, 75.0, 14.0)
(65.0, 65.0, 14.0)
(65.0, 55.0, 14.0)
(65.0, 105.0, 14.0)
(75.0, 105.0, 14.0)
(85.0, 105.0, 14.0)
(85.0, 75.0, 14.0)
(85.0, 65.0, 14.0)
(85.0, 55.0, 14.0)
(115.0, 105.0, 14.0)
(125.0, 105.0, 14.0)
(135.0, 105.0, 14.0)
(145.0, 105.0, 14.0)
(65.0, 45.0, 14.0)
(65.0, 35.0, 14.0)
(65.0, 25.0, 14.0)
(55.0, 25.0, 14.0)
(45.0, 25.0, 14.0)
(35.0, 25.0, 14.0)
(25.0, 25.0, 14.0)
(15.0, 25.0, 14.0)
(75.0, 25.0, 14.0)
(85.0, 25.0, 14.0)
(95.0, 25.0, 14.0)
(105.0, 25.0, 14.0)
(115.0, 25.0, 14.0)
(125.0, 25.0, 14.0)
(135.0, 25.0, 14.0)
(75.0, 15.0, 14.0)
(75.0, 5.0, 14.0)
(75.0, 115.0, 22.0)
(75.0, 105.0, 22.0)
(85.0, 105.0, 22.0)
(95.0, 105.0, 22.0)
(105.0, 105.0, 22.0)
(115.0, 105.0, 22.0)
(125.0, 105.0, 22.0)
(135.0, 105.0, 22.0)
(145.0, 105.0, 22.0)
(5.0, 105.0, 23.0)
(15.0, 105.0, 23.0)
(25.0, 105.0, 23.0)
(35.0, 105.0, 23.0)
(45.0, 105.0, 23.0)
(55.0, 105.0, 23.0)
(65.0, 105.0, 23.0)
(75.0, 105.0, 23.0)
(85.0, 105.0, 23.0)
(95.0, 105.0, 23.0)
(105.0, 105.0, 23.0)
(115.0, 105.0, 23.0)
(125.0, 105.0, 23.0)
(135.0, 105.0, 23.0)
(145.0, 105.0, 23.0)
(65.0, 105.0, 22.0)
(55.0, 105.0, 22.0)
(45.0, 105.0, 22.0)
(25.0, 105.0, 22.0)
(15.0, 105.0, 22.0)
(5.0, 105.0, 22.0)
(5.0, 105.0, 21.0)
(155.0, 105.0, 21.0)
(145.0, 105.0, 21.0)
(135.0, 105.0, 21.0)
(125.0, 105.0, 21.0)
(115.0, 105.0, 21.0)
(105.0, 105.0, 21.0)
(95.0, 105.0, 21.0)
(85.0, 105.0, 21.0)
(75.0, 105.0, 21.0)
(65.0, 105.0, 21.0)
(75.0, 115.0, 21.0)
(55.0, 105.0, 21.0)
(45.0, 105.0, 21.0)
(35.0, 105.0, 21.0)
(25.0, 105.0, 21.0)
(15.0, 105.0, 21.0)
(75.0, 75.0, 11.0)
(75.0, 65.0, 11.0)
(75.0, 55.0, 11.0)
(75.0, 45.0, 11.0)
(75.0, 35.0, 11.0)
(75.0, 25.0, 11.0)
(75.0, 15.0, 11.0)
(75.0, 115.0, 19.0)
(75.0, 105.0, 19.0)
(85.0, 105.0, 19.0)
(95.0, 105.0, 19.0)
(105.0, 105.0, 19.0)
(115.0, 105.0, 19.0)
(125.0, 105.0, 19.0)
(135.0, 105.0, 19.0)
(145.0, 105.0, 19.0)
(5.0, 105.0, 20.0)
(15.0, 105.0, 20.0)
(25.0, 105.0, 20.0)
(35.0, 105.0, 20.0)
(45.0, 105.0, 20.0)
(55.0, 105.0, 20.0)
(65.0, 105.0, 20.0)
(75.0, 105.0, 20.0)
(85.0, 105.0, 20.0)
(95.0, 105.0, 20.0)
(105.0, 105.0, 20.0)
(115.0, 105.0, 20.0)
(135.0, 105.0, 20.0)
(145.0, 105.0, 20.0)
(125.0, 105.0, 20.0)
(155.0, 105.0, 19.0)
(65.0, 105.0, 19.0)
(55.0, 105.0, 19.0)
(45.0, 105.0, 19.0)
(35.0, 105.0, 19.0)
(25.0, 105.0, 19.0)
(15.0, 105.0, 19.0)
(5.0, 105.0, 19.0)
(145.0, 105.0, 18.0)
(135.0, 105.0, 18.0)
(125.0, 105.0, 18.0)
(115.0, 105.0, 18.0)
(105.0, 105.0, 18.0)
(95.0, 105.0, 18.0)
(85.0, 105.0, 18.0)
(75.0, 105.0, 18.0)
(65.0, 105.0, 18.0)
(55.0, 105.0, 18.0)
(45.0, 105.0, 18.0)
(35.0, 105.0, 18.0)
(25.0, 105.0, 18.0)
(15.0, 105.0, 18.0)
(5.0, 105.0, 18.0)
(155.0, 105.0, 17.0)
(145.0, 105.0, 17.0)
(135.0, 105.0, 17.0)
(125.0, 105.0, 17.0)
(115.0, 105.0, 17.0)
(105.0, 105.0, 17.0)
(95.0, 105.0, 17.0)
(85.0, 105.0, 17.0)
(75.0, 105.0, 17.0)
(65.0, 105.0, 17.0)
(55.0, 105.0, 17.0)
(45.0, 105.0, 17.0)
(35.0, 105.0, 17.0)
(25.0, 105.0, 17.0)
(15.0, 105.0, 17.0)
(5.0, 105.0, 17.0)
(155.0, 105.0, 16.0)
(145.0, 105.0, 16.0)
(135.0, 105.0, 16.0)
(125.0, 105.0, 16.0)
(115.0, 105.0, 16.0)
(105.0, 105.0, 16.0)
(95.0, 105.0, 16.0)
(85.0, 105.0, 16.0)
(75.0, 105.0, 16.0)
(65.0, 105.0, 16.0)
(55.0, 105.0, 16.0)
(45.0, 105.0, 16.0)
(35.0, 105.0, 16.0)
(25.0, 105.0, 16.0)
(15.0, 105.0, 16.0)
(5.0, 105.0, 16.0)
(155.0, 105.0, 15.0)
(145.0, 105.0, 15.0)
(135.0, 105.0, 15.0)
(125.0, 105.0, 15.0)
(115.0, 105.0, 15.0)
(105.0, 105.0, 15.0)
(95.0, 105.0, 15.0)
(85.0, 105.0, 15.0)
(75.0, 105.0, 15.0)
(65.0, 105.0, 15.0)
(55.0, 105.0, 15.0)
(45.0, 105.0, 15.0)
(35.0, 105.0, 15.0)
(25.0, 105.0, 15.0)
(15.0, 105.0, 15.0)
(5.0, 105.0, 15.0)
(105.0, 105.0, 1.0)
(115.0, 105.0, 1.0)
(125.0, 105.0, 1.0)
(135.0, 105.0, 1.0)
(145.0, 105.0, 1.0)
(5.0, 105.0, 2.0)
(15.0, 105.0, 2.0)
(25.0, 105.0, 2.0)
(35.0, 105.0, 2.0)
(45.0, 105.0, 2.0)
(55.0, 105.0, 2.0)
(65.0, 105.0, 2.0)
