ligand_id,r_i_docking_score,Smiles,dG bind,dG bind err
551,-8.128472,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C(=O)C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c1[H],8.9877643457298,0.444696492843766
5520,-8.920575,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2(F)F)c([H])c(N([H])C(=O)c2c([H])c(OC([H])([H])[H])c([H])c([H])c2F)c1F,6.154842067898585,0.4659454646027128
5521,-9.066106,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3nc([H])c(N(C(=O)C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c2[H])c1[H],-4.826824242283634,0.5064425732639504
5522,-8.971285,[H]c1nc(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])c([H])c([H])c2Cl)c1F,-0.7962631199913517,0.46754043835303
5523,-8.923300999999997,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])Cl)c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])c([H])c([H])c2N([H])[H])c1F,15.769101827686114,0.4590492251416565
5524,-8.725216,[H]c1nc(N([H])c2c([H])nn(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],-1.8018967591637816,0.4739855488079487
5525,-8.388191,[H]c1nc(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2OC([H])([H])[H])c1F,5.749633130149306,0.4779154457613932
5526,-8.999224,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C(=O)C([H])([H])[H])c([H])c2Cl)c1F,7.3040556669704415,0.5091234741566909
5527,-8.136472,[H]c1nc(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2N([H])[H])c1[H],28.35243723195169,0.4724399312948301
5528,-8.20708,[H]c1nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(N([H])[H])c([H])c([H])c2Cl)c1[H],-5.827650732605092,0.4821306417761006
5529,-8.669703,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2C(F)(F)F)c1F,-1.676853518876186,0.4767718496849703
552,-9.000458,[H]OC([H])([H])c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c(N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc([H])c2F)c(Cl)c1[H],11.451541622778649,0.4949457965066583
5530,-9.092142,[H]c1nc(N([H])c2nc(C([H])([H])[H])c(C#N)c([H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],-3.074662221799713,0.4801679283573356
5531,-8.880431,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],-1.5711211371240097,0.486922125781478
5532,-8.772062,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Br)c1F,-4.9430896099524935,0.4879801845940778
5533,-8.969545,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2C(F)(F)F)c1F,-6.732521818720273,0.5006470419718523
5534,-8.383533,[H]c1nc(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2C([H])([H])[H])c1[H],8.336535377795599,0.46328906116965
5535,-9.629511,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])Cl)c([H])c(N([H])C(=O)c2c([H])c([H])c(N([H])[H])c([H])c2C([H])([H])[H])c1F,-4.532507207760631,0.4627987455117513
5536,-8.361885000000001,[H]c1nc(N([H])c2c([H])c(C([H])([H])[H])nn2C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1[H],1.0803168491552526,0.4701514044204918
5537,-8.65585,[H]c1nc(N([H])c2c([H])nn(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],-2.688253948506372,0.4831143937852509
5538,-8.775867,[H]c1nc(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c(N([H])[H])c([H])c([H])c2C([H])([H])[H])c1[H],9.482230228688024,0.4671763485240611
5539,-8.451485,[H]c1nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1[H],-4.955938072170056,0.4797151024864299
553,-8.915465,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2Cl)c1[H],9.64078826084085,0.5071402211134545
5540,-9.231431,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])F)c([H])c(N([H])C(=O)c2c([H])c(OC([H])([H])[H])c([H])c([H])c2F)c1F,-5.8539877220045184,0.4558507838275954
5541,-9.077069,[H]c1nc(N([H])c2nc(N([H])C([H])([H])[H])nc(C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],-2.0617240870788582,0.5093696375309635
5542,-9.104845,[H]OC([H])([H])C1([H])C([H])([H])C1([H])C(=O)N([H])c1nc([H])c(F)c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2N([H])[H])c1[H],13.21116237619759,0.4618443114894002
5543,-8.891834,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3nc(C(=O)N([H])C([H])([H])[H])c([H])c([H])c3[H])c2[H])c1[H],0.2864197535712947,0.4959518705642609
5544,-8.892176,[H]OC([H])([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3Br)c2[H])c([H])c(C([H])([H])[H])n1,-7.967158095963214,0.489966681439993
5545,-8.092969,[H]c1nc(N([H])c2nc(C([H])([H])[H])n([H])c(=O)c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],-2.417911604597464,0.4788064538072088
5546,-9.249427,[H]OC([H])([H])C1([H])C([H])([H])C1([H])C(=O)N([H])c1nc([H])c(F)c(N([H])C(=O)c2c([H])c([H])c([H])c(F)c2F)c1[H],5.9163393436141405,0.4592255761175759
5547,-8.416245,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(OC([H])([H])[H])c2C([H])([H])[H])c1[H],13.897611422835894,0.4763573131879273
5548,-8.696326,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],0.7575116200798107,0.5069320016920448
5549,-9.551767,[H]c1nc(N([H])c2nc(N([H])[H])nc(C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1F,-12.130207474886053,0.488406214786625
554,-8.295589999999999,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],6.564146281012312,0.4642423402556801
5550,-8.432172,[H]c1nc(N([H])c2nc(N([H])C([H])([H])[H])nc(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2N([H])[H])c1[H],6.019692257639918,0.4966315034021321
5551,-9.06125,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(F)c2[H])c1F,11.526365517820892,0.4932871357246684
5552,-9.396857,[H]c1nc(N([H])c2nc([H])c(N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],-10.810678216892825,0.5175411026556873
5553,-8.753414,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c1F,3.50880390609666,0.4626611586246121
5554,-8.125021,[H]c1nc(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(OC([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])c1[H],14.87615980450866,0.4731676839895547
5555,-9.281079,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C#N)c([H])c(N([H])C(=O)c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])c1F,18.901327587603102,0.4702925778215084
5556,-9.278535,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(OC([H])([H])[H])c([H])c2Cl)c1F,-0.6168769527417339,0.4883934965316831
5557,-8.573764,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2C([H])([H])[H])c1F,-2.146353827973485,0.4864644682604549
5558,-9.1673,[H]c1nc(N([H])c2nc(N([H])[H])nc(C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2Cl)c1F,-14.586200794558804,0.4923059168506253
5559,-8.829002000000003,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3nc(C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3[H])c2[H])c1[H],1.2841570354482883,0.5151927376153963
555,-8.803861,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C#N)c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])[H])c([H])c2Cl)c1[H],14.593824361683572,0.4746676432185176
5560,-8.371513,[H]c1nc(N([H])c2onc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C(F)(F)F)c1[H],-3.961012287491657,0.4694666179995442
5561,-9.51538,[H]OC1([H])C([H])([H])C([H])(N([H])C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c([H])c(Cl)c([H])c([H])c3Cl)c2[H])C1([H])[H],-10.909608274741998,0.4815442845149602
5562,-8.903402,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])c1F,1.0946924651027246,0.4640856429689963
5563,-8.222009,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(F)c2OC([H])([H])[H])c1[H],4.979733120735403,0.4663479518780401
5564,-8.637846000000001,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1F,5.25556167433308,0.4670558685335877
5565,-9.108773,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C(=O)C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c1F,-8.681370685563166,0.4693596287715988
5566,-9.706719,[H]OC1([H])C([H])([H])C([H])(N([H])C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c([H])c(F)c([H])c([H])c3Cl)c2[H])C1([H])[H],-10.977432427654804,0.4776402931790731
5567,-8.175373,[H]c1nc(N([H])c2noc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C(F)(F)F)c1[H],2.000740655921277,0.4742672184989925
5568,-8.961768,[H]c1nc(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(N([H])[H])c([H])c2C([H])([H])[H])c1[H],13.813272722778866,0.4695802837601252
5569,-8.809063,[H]OC([H])([H])c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])nc([H])c2F)c(Cl)c1[H],18.58110467020052,0.4700335435414823
556,-8.924732,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])F)c([H])c(N([H])C(=O)c2c([H])c(OC([H])([H])[H])c([H])c([H])c2Cl)c1[H],-0.3178690061722875,0.4605234337947179
5570,-8.951568,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])Cl)c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2N([H])[H])c1F,16.166287140182988,0.4628525465092661
5571,-8.630624000000001,[H]c1nc(N([H])c2nc(C3([H])C([H])([H])C3([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c(F)c2Cl)c1[H],-9.997690331605328,0.4904383676293141
5572,-8.948813000000003,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])F)c([H])c2Cl)c1F,10.759646568104245,0.491260746244837
5573,-9.550424,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2F)c1F,5.734359857213378,0.4944077136570856
5574,-9.304035,[H]OC([H])([H])c1nc(C([H])([H])[H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3C([H])([H])[H])c2[H])c1[H],-3.9626537915493145,0.4854163258456515
5575,-8.409115,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],3.6721263755497935,0.4687993969963338
5576,-8.577551,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(F)c2C([H])([H])[H])c1F,9.050356733608254,0.469524853798353
5577,-9.240591,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])c([H])c([H])c2Cl)c1F,-3.839778775470023,0.4646261836070356
5578,-8.700806,[H]c1nc(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],5.899550153266432,0.4736742277777175
5579,-8.094471,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(OC([H])([H])[H])c2F)c1[H],2.663696940308398,0.4711270662435916
557,-8.009397,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C(=O)C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],6.3531993269110405,0.4711100856517818
5580,-8.679238,[H]OC([H])([H])c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c2[H])c(Cl)c1[H],0.6185582982441815,0.5087952482226192
5581,-8.325219,[H]c1nc(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(F)c([H])c2C([H])([H])[H])c1[H],13.545326790657954,0.4672547785353181
5582,-8.217121,[H]c1nc(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(OC([H])([H])[H])c2F)c1[H],14.514821920492182,0.4723923332233424
5583,-8.660549000000001,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3c([H])c([H])c([H])c(=O)n3[H])c2[H])c1[H],-5.084801149145619,0.4619175787216833
5584,-9.247325,[H]OC1([H])C([H])([H])C([H])(C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c([H])c([H])c(F)c([H])c3C([H])([H])[H])c2[H])C1([H])[H],7.311753308955616,0.4675464344707528
5585,-9.181708,[H]OC1([H])C([H])([H])C([H])(C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c([H])c(F)c([H])c([H])c3C([H])([H])[H])c2[H])C1([H])[H],0.5013212575659338,0.464118103317957
5586,-8.528314,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2OC([H])([H])[H])c1F,1.3320288947413983,0.4728885740434188
5587,-9.291667,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])F)c([H])c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2F)c1F,-2.300929317004062,0.4610869739712413
5588,-9.594714,[H]OC([H])([H])c1nc(C([H])([H])[H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(F)c([H])c([H])c([H])c3Cl)c2[H])c1[H],-12.026417060960457,0.4796179762814447
5589,-8.435502,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(C([H])([H])[H])c2F)c1F,5.7610964192325005,0.4863038317716832
558,-8.706995,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])[H])c1F,7.192799526818362,0.4610232563432524
5590,-9.158217,[H]OC([H])([H])C([H])([H])C(=O)N([H])c1nc([H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2C([H])([H])[H])c1[H],8.243742046591423,0.4529310335177761
5591,-9.005685,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C([H])([H])C([H])([H])O[H])c2[H])c(Cl)c1[H],4.8185372452267625,0.4542636322269492
5592,-8.593172000000001,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])n3)c2[H])c1[H],8.815071413203954,0.4748680853757245
5593,-8.363027,[H]c1nc(N([H])c2c([H])nn([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(OC([H])([H])[H])c([H])c2Cl)c1[H],0.4292920848485551,0.4738194822260116
5594,-8.598247,[H]c1nc(N([H])c2nc(C([H])([H])C([H])([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],0.4022029679437082,0.5055343095782681
5595,-8.73353,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])c1[H],6.898601385731182,0.4812276322571467
5596,-8.557902,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(F)c([H])c2N([H])[H])c1F,15.642446289514256,0.4641519531569029
5597,-8.279716,[H]c1nc(N([H])c2nc(C([H])([H])[H])c([H])o2)c([H])c(N([H])C(=O)c2c([H])c(N([H])[H])c([H])c([H])c2Cl)c1[H],8.424127932852343,0.461241374977839
5598,-8.482847,[H]Oc1c([H])c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1Cl,10.904496133623354,0.4664038850372172
5599,-8.075613,[H]c1nc(N([H])c2c([H])c([H])c([H])c(=O)n2[H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2N([H])[H])c1[H],13.119620072887017,0.4674474731270543
559,-9.515653,[H]OC([H])([H])C1([H])C([H])([H])C1([H])C(=O)N([H])c1nc([H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],1.855196250107383,0.4773890643509071
55,-8.718762,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2(F)F)c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2Cl)c1[H],0.3800322049291083,0.4453820222650722
5600,-9.97808,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(N([H])[H])c([H])c2Cl)c1F,-12.257407421681965,0.4631438888676682
5601,-8.908092,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1[H],-2.4369229683628646,0.4682196428842746
