Tensor2Tensor HParams,MOSES BLEU,Sparsity,l0_norm_weight,l0_norm_weight_fn,dkl_weight_start,dkl_weight_diff,regularization
sparse_transformer_l0_regularization,25.91,0.0536182112992,1.5555555555555554e-7,linear,400000,100000,none
sparse_transformer_l0_regularization,26.03,0.548740029335,8.88888888888889e-8,linear,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.38,0.531319916248,8.88888888888889e-8,linear,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.88,0.478142112494,8.88888888888889e-8,linear,0,100000,none
sparse_transformer_l0_regularization,25.64,0.601335048676,8.88888888888889e-8,linear,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.21,0.591096878052,8.88888888888889e-8,linear,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.51,0.539659261703,8.88888888888889e-8,linear,100000,100000,none
sparse_transformer_l0_regularization,26.91,0.38071835041,8.88888888888889e-8,linear,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.85,0.348073244095,8.88888888888889e-8,linear,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.6,0.303940713406,8.88888888888889e-8,linear,200000,100000,none
sparse_transformer_l0_regularization,26.55,0.408998429775,8.88888888888889e-8,linear,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.46,0.376035839319,8.88888888888889e-8,linear,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.57,0.33000433445,8.88888888888889e-8,linear,300000,100000,none
sparse_transformer_l0_regularization,27.04,0.26680034399,8.88888888888889e-8,linear,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.5,0.2348279953,8.88888888888889e-8,linear,400000,100000,label_smoothing
sparse_transformer_l0_regularization,24.85,0.199412673712,8.88888888888889e-8,linear,400000,100000,none
sparse_transformer_l0_regularization,26.84,0.292167693377,2.2222222222222224e-8,linear,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.7,0.258056014776,2.2222222222222224e-8,linear,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.95,0.220528423786,2.2222222222222224e-8,linear,0,100000,none
sparse_transformer_l0_regularization,27.17,0.160184234381,2.2222222222222224e-8,linear,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.54,0.135658249259,2.2222222222222224e-8,linear,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.65,0.110089071095,2.2222222222222224e-8,linear,100000,100000,none
sparse_transformer_l0_regularization,26.97,0.183913901448,2.2222222222222224e-8,linear,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.35,0.158759519458,2.2222222222222224e-8,linear,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.54,0.130946666002,2.2222222222222224e-8,linear,200000,100000,none
sparse_transformer_l0_regularization,27.35,0.0194371491671,2.2222222222222224e-8,linear,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,25.95,0.012801412493,2.2222222222222224e-8,linear,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.47,0.00808296538889,2.2222222222222224e-8,linear,300000,100000,none
sparse_transformer_l0_regularization,27.26,0.0570339038968,2.2222222222222224e-8,linear,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.18,0.0432843342423,2.2222222222222224e-8,linear,400000,100000,label_smoothing
sparse_transformer_l0_regularization,25.36,0.0292186550796,2.2222222222222224e-8,linear,400000,100000,none
sparse_transformer_l0_regularization,26.41,0.415294259787,2.2222222222222222e-7,cubic,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.27,0.396817952394,2.2222222222222222e-7,cubic,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.81,0.350697726011,2.2222222222222222e-7,cubic,0,100000,none
sparse_transformer_l0_regularization,26.5,0.46224874258,2.2222222222222222e-7,cubic,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.61,0.449777007103,2.2222222222222222e-7,cubic,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.61,0.399663746357,2.2222222222222222e-7,cubic,100000,100000,none
sparse_transformer_l0_regularization,26.77,0.279828429222,2.2222222222222222e-7,cubic,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.54,0.251905113459,2.2222222222222222e-7,cubic,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.89,0.215323895216,2.2222222222222222e-7,cubic,200000,100000,none
sparse_transformer_l0_regularization,26.72,0.302930355072,2.2222222222222222e-7,cubic,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.28,0.275881230831,2.2222222222222222e-7,cubic,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.69,0.239674925804,2.2222222222222222e-7,cubic,300000,100000,none
sparse_transformer_l0_regularization,27.01,0.187422379851,2.2222222222222222e-7,cubic,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.29,0.162072360516,2.2222222222222222e-7,cubic,400000,100000,label_smoothing
sparse_transformer_l0_regularization,25.55,0.13171556592,2.2222222222222222e-7,cubic,400000,100000,none
sparse_transformer_l0_regularization,26.73,0.206862360239,1.5555555555555554e-7,cubic,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.3,0.181385397911,1.5555555555555554e-7,cubic,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.48,0.150324553251,1.5555555555555554e-7,cubic,0,100000,none
sparse_transformer_l0_regularization,27.11,0.0956061631441,1.5555555555555554e-7,cubic,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.26,0.0764722526073,1.5555555555555554e-7,cubic,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.7,0.0548212341964,1.5555555555555554e-7,cubic,100000,100000,none
sparse_transformer_l0_regularization,27.08,0.118402704597,1.5555555555555554e-7,cubic,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.72,0.0981951802969,1.5555555555555554e-7,cubic,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.68,0.0742936506867,1.5555555555555554e-7,cubic,200000,100000,none
sparse_transformer_l0_regularization,27.17,0.00404350459576,1.5555555555555554e-7,cubic,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.78,0.0018441923894,1.5555555555555554e-7,cubic,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.85,0.00149067712482,1.5555555555555554e-7,cubic,300000,100000,none
sparse_transformer_l0_regularization,27.32,0.0174826979637,1.5555555555555554e-7,cubic,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.24,0.0108987269923,1.5555555555555554e-7,cubic,400000,100000,label_smoothing
sparse_transformer_l0_regularization,25.62,0.00650537433103,1.5555555555555554e-7,cubic,400000,100000,none
sparse_transformer_l0_regularization,26.91,0.104221098125,8.88888888888889e-8,cubic,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.48,0.0876288190484,8.88888888888889e-8,cubic,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.49,0.0532969981432,8.88888888888889e-8,cubic,0,100000,none
sparse_transformer_l0_regularization,27.02,0.121181204915,8.88888888888889e-8,cubic,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.18,0.106754049659,8.88888888888889e-8,cubic,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.92,0.0689876973629,8.88888888888889e-8,cubic,100000,100000,none
sparse_transformer_l0_regularization,27.03,0.0501404553652,8.88888888888889e-8,cubic,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.91,0.0365988127887,8.88888888888889e-8,cubic,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.45,0.0194522440434,8.88888888888889e-8,cubic,200000,100000,none
sparse_transformer_l0_regularization,27.08,0.0607212260365,8.88888888888889e-8,cubic,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.37,0.0457977727056,8.88888888888889e-8,cubic,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.6,0.0257213674486,8.88888888888889e-8,cubic,300000,100000,none
sparse_transformer_l0_regularization,26.98,0.0169199127704,8.88888888888889e-8,cubic,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.34,0.00978196319193,8.88888888888889e-8,cubic,400000,100000,label_smoothing
sparse_transformer_l0_regularization,25.53,0.00530520034954,8.88888888888889e-8,cubic,400000,100000,none
sparse_transformer_l0_regularization,27.02,0.024310875684,2.2222222222222224e-8,cubic,0,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.74,0.0142120197415,2.2222222222222224e-8,cubic,0,100000,label_smoothing
sparse_transformer_l0_regularization,25.58,0.00766787864268,2.2222222222222224e-8,cubic,0,100000,none
sparse_transformer_l0_regularization,27.02,0.00359803321771,2.2222222222222224e-8,cubic,100000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.41,0.00194967072457,2.2222222222222224e-8,cubic,100000,100000,label_smoothing
sparse_transformer_l0_regularization,25.84,0.00143745506648,2.2222222222222224e-8,cubic,100000,100000,none
sparse_transformer_l0_regularization,26.91,0.00548123801127,2.2222222222222224e-8,cubic,200000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.52,0.0026341911871,2.2222222222222224e-8,cubic,200000,100000,label_smoothing
sparse_transformer_l0_regularization,25.5,0.00214895489626,2.2222222222222224e-8,cubic,200000,100000,none
sparse_transformer_l0_regularization,26.99,0.00160876114387,2.2222222222222224e-8,cubic,300000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.64,0.000352991366526,2.2222222222222224e-8,cubic,300000,100000,label_smoothing
sparse_transformer_l0_regularization,25.77,0.000493470870424,2.2222222222222224e-8,cubic,300000,100000,none
sparse_transformer_l0_regularization,26.97,0.00153257057536,2.2222222222222224e-8,cubic,400000,100000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.22,0.00107604905497,2.2222222222222224e-8,cubic,400000,100000,label_smoothing
sparse_transformer_l0_regularization,25.4,0.0009009448695,2.2222222222222224e-8,cubic,400000,100000,none
sparse_transformer_l0_regularization,25.73,0.574357271194,2.2222222222222222e-7,linear,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.2,0.551583945751,2.2222222222222222e-7,linear,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.78,0.495684832335,2.2222222222222222e-7,linear,0,200000,none
sparse_transformer_l0_regularization,25.43,0.649071991444,2.2222222222222222e-7,linear,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.08,0.636502146721,2.2222222222222222e-7,linear,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.64,0.583630561829,2.2222222222222222e-7,linear,100000,200000,none
sparse_transformer_l0_regularization,26.47,0.408316999674,2.2222222222222222e-7,linear,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.28,0.374044120312,2.2222222222222222e-7,linear,200000,200000,label_smoothing
sparse_transformer_l0_regularization,26,0.323978871107,2.2222222222222222e-7,linear,200000,200000,none
sparse_transformer_l0_regularization,26.71,0.467899858952,2.2222222222222222e-7,linear,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.55,0.430827707052,2.2222222222222222e-7,linear,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.9,0.376903027296,2.2222222222222222e-7,linear,300000,200000,none
sparse_transformer_l0_regularization,26.95,0.27840077877,1.5555555555555554e-7,linear,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.68,0.245220243931,1.5555555555555554e-7,linear,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.48,0.208227396011,1.5555555555555554e-7,linear,0,200000,none
sparse_transformer_l0_regularization,26.75,0.334568232298,1.5555555555555554e-7,linear,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.87,0.295152693987,1.5555555555555554e-7,linear,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.25,0.253754019737,1.5555555555555554e-7,linear,100000,200000,none
sparse_transformer_l0_regularization,26.97,0.145812302828,1.5555555555555554e-7,linear,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.55,0.123196355999,1.5555555555555554e-7,linear,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.71,0.0979517623782,1.5555555555555554e-7,linear,200000,200000,none
sparse_transformer_l0_regularization,27.01,0.204493612051,1.5555555555555554e-7,linear,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.33,0.176438435912,1.5555555555555554e-7,linear,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.67,0.148072972894,1.5555555555555554e-7,linear,300000,200000,none
sparse_transformer_l0_regularization,26.35,0.482170879841,8.88888888888889e-8,linear,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.64,0.458908945322,8.88888888888889e-8,linear,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.82,0.406431376934,8.88888888888889e-8,linear,0,200000,none
sparse_transformer_l0_regularization,25.84,0.558441102505,8.88888888888889e-8,linear,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.4,0.541882038116,8.88888888888889e-8,linear,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.84,0.49211615324,8.88888888888889e-8,linear,100000,200000,none
sparse_transformer_l0_regularization,27.02,0.333649367094,8.88888888888889e-8,linear,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.4,0.303158372641,8.88888888888889e-8,linear,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.84,0.262250810862,8.88888888888889e-8,linear,200000,200000,none
sparse_transformer_l0_regularization,26.42,0.385005503893,8.88888888888889e-8,linear,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.76,0.350703984499,8.88888888888889e-8,linear,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.99,0.307790011168,8.88888888888889e-8,linear,300000,200000,none
sparse_transformer_l0_regularization,26.78,0.222649767995,2.2222222222222224e-8,linear,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.41,0.195568576455,2.2222222222222224e-8,linear,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.66,0.163382381201,2.2222222222222224e-8,linear,0,200000,none
sparse_transformer_l0_regularization,27.02,0.268879115582,2.2222222222222224e-8,linear,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.65,0.237507969141,2.2222222222222224e-8,linear,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.64,0.20260886848,2.2222222222222224e-8,linear,100000,200000,none
sparse_transformer_l0_regularization,27.17,0.104133240879,2.2222222222222224e-8,linear,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.11,0.0852668806911,2.2222222222222224e-8,linear,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.39,0.0632635429502,2.2222222222222224e-8,linear,200000,200000,none
sparse_transformer_l0_regularization,26.89,0.161004528403,2.2222222222222224e-8,linear,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.59,0.13723154366,2.2222222222222224e-8,linear,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.46,0.110731564462,2.2222222222222224e-8,linear,300000,200000,none
sparse_transformer_l0_regularization,26.59,0.354713380337,2.2222222222222222e-7,cubic,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.13,0.332818299532,2.2222222222222222e-7,cubic,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.41,0.286896288395,2.2222222222222222e-7,cubic,0,200000,none
sparse_transformer_l0_regularization,26.44,0.422486007214,2.2222222222222222e-7,cubic,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.74,0.406301081181,2.2222222222222222e-7,cubic,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.73,0.35822480917,2.2222222222222222e-7,cubic,100000,200000,none
sparse_transformer_l0_regularization,27.01,0.238778561354,2.2222222222222222e-7,cubic,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.67,0.214426830411,2.2222222222222222e-7,cubic,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.94,0.177265018225,2.2222222222222222e-7,cubic,200000,200000,none
sparse_transformer_l0_regularization,26.62,0.282533705235,2.2222222222222222e-7,cubic,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.22,0.256705999374,2.2222222222222222e-7,cubic,300000,200000,label_smoothing
sparse_transformer_l0_regularization,26.21,0.218280300498,2.2222222222222222e-7,cubic,300000,200000,none
sparse_transformer_l0_regularization,27.08,0.14761158824,1.5555555555555554e-7,cubic,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.48,0.124177649617,1.5555555555555554e-7,cubic,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.8,0.0959933027625,1.5555555555555554e-7,cubic,0,200000,none
sparse_transformer_l0_regularization,26.77,0.187607988715,1.5555555555555554e-7,cubic,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.59,0.163570448756,1.5555555555555554e-7,cubic,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.99,0.132801875472,1.5555555555555554e-7,cubic,100000,200000,none
sparse_transformer_l0_regularization,26.95,0.0463557764888,1.5555555555555554e-7,cubic,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.84,0.0317624285817,1.5555555555555554e-7,cubic,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.49,0.0195404496044,1.5555555555555554e-7,cubic,200000,200000,none
sparse_transformer_l0_regularization,26.93,0.0957716703415,1.5555555555555554e-7,cubic,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.42,0.0786273628473,1.5555555555555554e-7,cubic,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.6,0.0554310232401,1.5555555555555554e-7,cubic,300000,200000,none
sparse_transformer_l0_regularization,26.75,0.0732880905271,8.88888888888889e-8,cubic,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.66,0.0571604706347,8.88888888888889e-8,cubic,0,200000,label_smoothing
sparse_transformer_l0_regularization,26.09,0.0322300978005,8.88888888888889e-8,cubic,0,200000,none
sparse_transformer_l0_regularization,26.89,0.102646127343,8.88888888888889e-8,cubic,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.36,0.0883085429668,8.88888888888889e-8,cubic,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.77,0.0530706830323,8.88888888888889e-8,cubic,100000,200000,none
sparse_transformer_l0_regularization,26.81,0.0298829246312,8.88888888888889e-8,cubic,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.65,0.0207354836166,8.88888888888889e-8,cubic,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.36,0.00983277894557,8.88888888888889e-8,cubic,200000,200000,none
sparse_transformer_l0_regularization,26.91,0.0487125441432,8.88888888888889e-8,cubic,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.39,0.0341280847788,8.88888888888889e-8,cubic,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.62,0.0189816914499,8.88888888888889e-8,cubic,300000,200000,none
sparse_transformer_l0_regularization,27.17,0.00801631901413,2.2222222222222224e-8,cubic,0,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.51,0.00361897191033,2.2222222222222224e-8,cubic,0,200000,label_smoothing
sparse_transformer_l0_regularization,25.96,0.00258856522851,2.2222222222222224e-8,cubic,0,200000,none
sparse_transformer_l0_regularization,26.89,0.016910450533,2.2222222222222224e-8,cubic,100000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.63,0.00981360860169,2.2222222222222224e-8,cubic,100000,200000,label_smoothing
sparse_transformer_l0_regularization,25.5,0.00475765625015,2.2222222222222224e-8,cubic,100000,200000,none
sparse_transformer_l0_regularization,27.27,0.00203625694849,2.2222222222222224e-8,cubic,200000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.32,0.00113058078568,2.2222222222222224e-8,cubic,200000,200000,label_smoothing
sparse_transformer_l0_regularization,25.67,0.000949697685428,2.2222222222222224e-8,cubic,200000,200000,none
sparse_transformer_l0_regularization,27.3,0.00382933905348,2.2222222222222224e-8,cubic,300000,200000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.74,0.00163439812604,2.2222222222222224e-8,cubic,300000,200000,label_smoothing
sparse_transformer_l0_regularization,25.75,0.00132482266054,2.2222222222222224e-8,cubic,300000,200000,none
sparse_transformer_l0_regularization,26.39,0.517453253269,2.2222222222222222e-7,linear,0,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.44,0.491925776005,2.2222222222222222e-7,linear,0,300000,label_smoothing
sparse_transformer_l0_regularization,25.02,0.437210202217,2.2222222222222222e-7,linear,0,300000,none
sparse_transformer_l0_regularization,25.47,0.615825653076,2.2222222222222222e-7,linear,100000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.1,0.599384486675,2.2222222222222222e-7,linear,100000,300000,label_smoothing
sparse_transformer_l0_regularization,26.31,0.543630897999,2.2222222222222222e-7,linear,100000,300000,none
sparse_transformer_l0_regularization,26.53,0.359066307545,2.2222222222222222e-7,linear,200000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,27.05,0.324396759272,2.2222222222222222e-7,linear,200000,300000,label_smoothing
sparse_transformer_l0_regularization,25.8,0.279864221811,2.2222222222222222e-7,linear,200000,300000,none
sparse_transformer_l0_regularization,26.43,0.439959645271,1.5555555555555554e-7,linear,0,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.84,0.403150975704,1.5555555555555554e-7,linear,0,300000,label_smoothing
sparse_transformer_l0_regularization,25.98,0.350252687931,1.5555555555555554e-7,linear,0,300000,none
sparse_transformer_l0_regularization,26.75,0.228510186076,1.5555555555555554e-7,linear,100000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.63,0.19983766973,1.5555555555555554e-7,linear,100000,300000,label_smoothing
sparse_transformer_l0_regularization,25.87,0.16727925837,1.5555555555555554e-7,linear,100000,300000,none
sparse_transformer_l0_regularization,27.06,0.307675421238,1.5555555555555554e-7,linear,200000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.68,0.271998822689,1.5555555555555554e-7,linear,200000,300000,label_smoothing
sparse_transformer_l0_regularization,25.97,0.232137903571,1.5555555555555554e-7,linear,200000,300000,none
sparse_transformer_l0_regularization,26.28,0.42937618494,8.88888888888889e-8,linear,0,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.83,0.403703987598,8.88888888888889e-8,linear,0,300000,label_smoothing
sparse_transformer_l0_regularization,25.68,0.353124797344,8.88888888888889e-8,linear,0,300000,none
sparse_transformer_l0_regularization,25.99,0.523423373699,8.88888888888889e-8,linear,100000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.26,0.506843864918,8.88888888888889e-8,linear,100000,300000,label_smoothing
sparse_transformer_l0_regularization,25.82,0.451739370823,8.88888888888889e-8,linear,100000,300000,none
sparse_transformer_l0_regularization,26.73,0.293137699366,8.88888888888889e-8,linear,200000,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.92,0.26092877984,8.88888888888889e-8,linear,200000,300000,label_smoothing
sparse_transformer_l0_regularization,25.59,0.223162576556,8.88888888888889e-8,linear,200000,300000,none
sparse_transformer_l0_regularization,26.89,0.361145228148,2.2222222222222224e-8,linear,0,300000,dropout+label_smoothing
sparse_transformer_l0_regularization,26.83,0.328904509544,2.2222222222222224e-8,linear,0,300000,label_smoothing
